AWAY_NAME,HOME_NAME,AWAY_GamesWon,AWAY_GamesLost,HOME_GamesWon,HOME_GamesLost,HOMEvsAWAY_winRatio,AWAY_longestWinStreak,AWAY_longestLoseStreak,HOME_longestWinStreak,HOME_longestLoseStreak,AWAY_homeTurfAdvantage,HOME_homeTurfAdvantage,AWAY_nonconsecutiveWins,AWAY_nonconsecutiveLosts,HOME_nonconsecutiveWins,HOME_nonconsecutiveLosts,AWAY TEAM 2P %,AWAY TEAM 3P %,AWAY TEAM FT %,AWAY TEAM ALL throws %,HOME TEAM 2P %,HOME TEAM 3P %,HOME TEAM FT %,HOME TEAM ALL throws %,AWAY TEAM FOULS,HOME TEAM FOULS,AWAY TEAM TO,AWAY TEAM OR,AWAY TEAM DR,HOME TEAM TO,HOME TEAM OR,HOME TEAM DR,Q1 lead HOME vs AWAY,Q2 lead HOME vs AWAY,Q3 lead HOME vs AWAY,Q4 lead HOME vs AWAY,diffPTS_Q2,diffPTS_Q3,finalScoreDifferential,HOME_win
UTA,DET,16,11,14,9,0,5,3,4,3,0.4286,0.2727,4,6,2,2,0.49,0.35,0.75,0.46,0.49,0.34,0.76,0.46,14,12,17,10,28,13,10,30,0,1,0,0,8,6,-6,False
DEN,PHO,17,9,15,11,0,4,2,3,4,0.3846,0.2308,1,5,1,4,0.49,0.33,0.75,0.45,0.51,0.4,0.74,0.48,13,12,16,11,30,15,11,30,0,0,1,0,-11,-19,7,True
GS,CHA,7,20,9,18,0,2,9,2,7,-0.2727,-0.125,3,2,5,3,0.49,0.34,0.77,0.46,0.48,0.35,0.77,0.45,14,11,15,13,31,15,10,29,-3,0,-2,-1,-2,-2,-7,False
HOU,MIN,17,9,4,21,0,3,2,1,11,0.5,-0.6667,3,7,4,2,0.46,0.34,0.78,0.44,0.47,0.34,0.75,0.45,12,12,14,10,31,12,11,29,-1,0,-2,-1,0,9,-7,False
IND,PHI,9,17,12,14,1.0,3,6,3,4,0.0,0.0,4,1,4,4,0.5,0.37,0.8,0.46,0.48,0.33,0.73,0.46,12,10,16,12,32,15,12,30,1,3,3,4,1,-1,-1,False
LAC,MIL,8,18,12,16,0,3,6,2,4,-0.5385,0.2,4,2,1,3,0.45,0.33,0.71,0.43,0.49,0.35,0.76,0.46,12,13,15,11,32,15,10,30,1,0,-2,3,1,-1,34,True
LAL,ORL,21,4,20,6,0,7,1,5,2,0.8667,0.5385,0,3,0,4,0.5,0.36,0.75,0.47,0.49,0.34,0.74,0.45,12,11,15,11,30,14,11,32,-1,2,3,1,0,12,3,True
MIA,NJ,13,12,13,12,-1.0,4,3,3,3,0.2308,-0.2308,6,7,3,4,0.48,0.37,0.72,0.45,0.46,0.37,0.77,0.44,13,13,14,11,29,14,11,30,1,0,-3,-3,0,12,-3,False
SAC,NO,7,20,15,7,-1.0,3,8,4,2,-0.2857,0.4545,4,1,2,3,0.49,0.38,0.74,0.47,0.49,0.38,0.81,0.46,13,10,16,10,28,15,10,29,-1,-1,1,1,0,9,9,True
TOR,SA,10,16,15,10,0,3,5,6,3,-0.2308,0.2308,3,1,2,3,0.48,0.37,0.81,0.46,0.48,0.36,0.73,0.45,11,8,14,10,30,11,10,31,1,-1,0,1,10,9,10,True
UTA,CHI,17,11,12,14,1.0,5,3,2,2,0.4286,0.5,4,6,8,5,0.49,0.35,0.76,0.46,0.49,0.35,0.77,0.46,14,11,17,10,28,14,12,31,1,3,5,7,5,1,8,True
CLE,OKC,22,4,3,24,-1.0,11,1,1,14,1.0,-0.7143,1,4,2,0,0.51,0.31,0.79,0.46,0.48,0.37,0.73,0.46,12,11,14,11,28,15,11,32,1,2,1,0,-11,-19,-11,False
DAL,WAS,14,11,4,20,0,5,5,1,5,0.0769,-0.5714,3,5,4,0,0.47,0.3,0.81,0.43,0.5,0.32,0.75,0.46,11,11,13,11,33,14,12,30,-1,-1,0,0,13,13,-11,False
DET,ATL,14,10,16,10,0,4,3,6,4,0.1667,0.6667,2,2,1,3,0.49,0.34,0.76,0.46,0.5,0.34,0.75,0.46,12,10,13,10,29,14,12,31,0,0,0,2,5,1,7,True
NY,BOS,11,15,25,2,1.0,3,3,17,1,0.1667,0.875,4,2,0,2,0.51,0.35,0.75,0.47,0.48,0.35,0.79,0.45,11,12,14,11,32,15,11,30,0,-1,2,3,-16,-20,19,True
GS,ORL,8,20,21,6,1.0,2,9,5,2,-0.2727,0.5714,3,2,0,4,0.49,0.35,0.77,0.46,0.49,0.34,0.73,0.45,14,11,15,13,31,14,11,32,-1,1,3,1,0,-8,32,True
HOU,NJ,18,9,13,13,0,3,2,3,3,0.5,-0.2857,3,7,4,4,0.46,0.34,0.77,0.44,0.47,0.37,0.77,0.44,12,14,14,10,31,14,11,30,1,-1,-3,-3,-9,-11,-23,False
LAL,MEM,21,5,9,17,0,7,2,4,7,0.8667,0.0,0,3,5,4,0.5,0.36,0.75,0.47,0.49,0.39,0.78,0.47,12,11,15,11,30,15,9,30,1,2,4,3,-9,1,-9,False
POR,DEN,17,10,17,10,0,6,3,4,3,0.6364,0.3846,3,5,1,5,0.51,0.36,0.81,0.47,0.49,0.33,0.76,0.46,12,13,13,10,26,15,11,30,0,-1,1,1,-7,5,8,True
SAC,SA,7,21,16,10,1.0,3,8,6,3,-0.2857,0.2857,4,1,2,3,0.49,0.37,0.74,0.47,0.48,0.36,0.72,0.45,13,8,16,9,29,11,10,32,1,0,0,2,0,9,16,True
TOR,LAC,10,17,8,19,0,3,5,3,6,-0.2308,-0.5385,3,1,5,2,0.48,0.37,0.8,0.46,0.46,0.33,0.71,0.43,10,11,13,10,30,14,12,30,0,0,-2,-1,8,11,-22,False
CHI,DET,13,14,14,11,0,2,2,4,3,0.5385,0.1667,8,6,2,2,0.49,0.35,0.77,0.46,0.48,0.34,0.76,0.46,13,11,16,12,29,13,10,30,0,1,0,0,-1,-1,6,True
DEN,POR,18,10,17,11,-1.0,4,3,6,3,0.4286,0.6364,1,5,3,5,0.49,0.33,0.75,0.46,0.51,0.36,0.81,0.47,13,10,16,11,30,13,11,29,2,3,5,5,6,3,9,True
GS,MIA,8,21,14,12,1.0,2,9,4,3,-0.2727,0.2308,4,2,6,7,0.49,0.36,0.76,0.46,0.48,0.37,0.73,0.45,14,11,15,13,31,14,11,30,-1,0,2,3,8,21,8,True
HOU,CLE,19,9,23,4,0,4,2,11,1,0.5,1.0,3,7,1,4,0.46,0.34,0.77,0.44,0.51,0.32,0.79,0.46,12,11,14,10,31,13,10,29,-1,1,2,3,-21,-21,9,True
LAL,NO,22,5,16,7,-1.0,7,2,4,2,0.8667,0.5,0,3,2,3,0.5,0.37,0.75,0.47,0.49,0.38,0.8,0.46,12,10,15,11,30,14,10,29,0,-1,2,1,8,3,-13,False
MEM,DAL,9,18,15,11,1.0,4,7,5,5,-0.0667,0.0769,5,4,3,6,0.49,0.39,0.78,0.47,0.46,0.31,0.81,0.43,12,10,14,10,28,13,11,32,-2,-2,-1,-2,8,3,18,True
MIN,SA,4,22,17,10,1.0,1,12,6,3,-0.6923,0.3333,4,2,2,3,0.47,0.34,0.74,0.45,0.48,0.37,0.73,0.46,12,8,14,10,31,12,10,32,1,0,1,2,-9,-11,6,True
NJ,IND,13,14,10,17,1.0,3,3,3,6,-0.3333,0.0,4,4,4,2,0.46,0.37,0.77,0.44,0.5,0.35,0.8,0.46,13,12,13,9,29,14,11,34,2,2,4,5,-21,-21,-1,False
OKC,ATL,3,25,17,10,1.0,1,14,6,4,-0.7333,0.6923,3,0,1,3,0.48,0.37,0.73,0.46,0.5,0.34,0.75,0.45,12,10,14,10,30,14,12,31,-1,1,1,3,-5,-10,11,True
PHI,BOS,12,15,26,2,1.0,3,4,18,1,-0.0667,0.8824,4,4,0,2,0.49,0.32,0.74,0.46,0.49,0.35,0.78,0.46,12,12,15,11,29,15,11,30,1,-1,2,4,4,4,19,True
UTA,MIL,17,12,13,16,-1.0,5,3,2,4,0.4286,0.2727,4,6,1,3,0.49,0.36,0.76,0.46,0.49,0.35,0.76,0.46,14,13,17,10,28,15,10,30,1,1,0,4,-1,-1,8,True
WAS,CHA,4,21,9,19,0,1,6,2,7,-0.6,-0.1765,4,0,5,3,0.49,0.32,0.75,0.46,0.47,0.36,0.76,0.45,12,11,13,10,28,15,10,29,-3,0,-2,-1,2,-2,8,True
BOS,LAL,27,2,23,5,0,19,1,7,2,0.8889,0.8667,0,2,0,3,0.49,0.36,0.78,0.46,0.5,0.36,0.75,0.47,14,12,16,10,29,15,12,32,-1,-1,1,3,14,12,9,True
DAL,POR,16,11,18,11,0,5,5,6,3,0.1429,0.6667,3,6,3,6,0.47,0.31,0.81,0.44,0.51,0.35,0.81,0.47,11,10,13,11,33,13,11,29,2,3,5,5,10,10,-8,False
NO,ORL,16,8,22,6,0,4,2,5,2,0.3846,0.6,2,3,0,4,0.49,0.38,0.8,0.46,0.49,0.34,0.73,0.45,11,11,13,9,27,14,11,32,0,1,3,3,-19,-16,20,True
SA,PHO,18,10,16,11,1.0,6,3,3,4,0.375,0.2857,2,3,1,5,0.48,0.37,0.73,0.46,0.51,0.4,0.74,0.48,10,12,12,7,31,15,11,30,0,0,1,0,8,16,-1,False
WAS,CLE,4,22,24,4,0,1,7,11,1,-0.6,1.0,4,0,1,4,0.49,0.32,0.75,0.46,0.51,0.32,0.79,0.46,12,11,13,10,28,13,10,29,-1,1,2,3,0,2,4,True
BOS,GS,27,3,8,22,-1.0,19,1,2,9,0.8889,-0.2727,0,2,4,2,0.49,0.36,0.78,0.46,0.49,0.36,0.76,0.47,14,12,16,9,29,14,14,32,2,3,4,6,6,4,10,True
CHA,NJ,10,19,14,14,0,2,7,3,3,-0.1111,-0.3333,5,4,4,4,0.47,0.35,0.76,0.45,0.46,0.37,0.77,0.44,12,14,14,10,27,13,11,29,0,-1,-3,-4,0,2,-8,False
CHI,MIA,13,15,15,12,0,2,2,4,3,0.5385,0.2857,9,6,6,7,0.49,0.35,0.77,0.46,0.49,0.37,0.72,0.46,14,11,16,12,29,14,11,30,-1,1,2,3,13,11,13,True
DAL,UTA,17,11,17,13,0,5,5,5,3,0.1429,0.4286,3,6,4,6,0.47,0.31,0.81,0.44,0.49,0.35,0.76,0.46,11,12,13,11,33,15,12,29,2,2,4,4,-4,3,9,True
HOU,NO,19,10,16,9,-1.0,4,2,4,2,0.5,0.3846,3,7,2,3,0.46,0.34,0.77,0.44,0.48,0.38,0.79,0.46,12,10,14,10,31,14,10,29,0,0,2,2,0,7,9,True
IND,MEM,10,18,9,19,0,3,6,4,7,-0.0769,-0.0667,5,2,5,4,0.5,0.36,0.8,0.46,0.49,0.39,0.78,0.47,12,11,16,12,32,15,9,30,2,3,4,3,1,-2,3,True
MIN,NY,4,23,11,16,0,1,13,3,4,-0.6923,0.1667,4,2,4,2,0.47,0.34,0.74,0.45,0.51,0.36,0.74,0.47,12,10,14,10,31,16,11,35,3,2,3,3,8,16,-13,False
OKC,DET,3,26,15,11,0,1,14,4,3,-0.7333,0.2308,3,0,2,2,0.48,0.37,0.73,0.46,0.48,0.35,0.76,0.46,12,11,14,10,30,13,10,30,1,2,1,0,2,1,2,True
PHI,DEN,12,16,18,11,0,3,4,4,3,-0.0667,0.4286,4,4,2,5,0.48,0.33,0.74,0.46,0.49,0.33,0.76,0.46,12,13,16,11,29,15,11,29,0,0,1,2,14,12,4,True
TOR,SAC,11,17,7,22,0,3,5,3,8,-0.2308,-0.2857,3,1,4,1,0.48,0.37,0.8,0.45,0.49,0.38,0.75,0.47,10,12,13,10,30,14,12,30,1,1,5,4,-19,-9,-6,False
CHI,ATL,13,16,18,10,1.0,2,2,6,4,0.5385,0.7143,9,6,1,3,0.49,0.35,0.77,0.46,0.5,0.34,0.75,0.45,13,10,16,12,29,13,12,31,-1,1,1,3,-5,0,12,True
DET,MIL,16,11,14,16,-1.0,4,3,3,4,0.2857,0.3333,2,2,1,3,0.48,0.34,0.76,0.46,0.49,0.34,0.76,0.46,12,13,13,10,30,15,10,30,2,1,0,4,2,3,-11,False
MEM,SA,10,19,19,10,1.0,4,7,6,3,0.0,0.375,5,4,2,3,0.5,0.38,0.78,0.47,0.48,0.37,0.73,0.46,12,8,14,10,28,11,9,32,2,1,1,2,-9,-1,3,True
NJ,CHA,14,15,11,19,1.0,3,3,2,7,-0.375,-0.1111,5,4,5,4,0.46,0.38,0.77,0.44,0.47,0.36,0.76,0.45,13,11,13,9,30,15,10,29,-3,-1,-2,-1,-9,-8,-11,False
OKC,WAS,3,27,4,23,0,1,14,1,8,-0.7333,-0.6,3,0,4,0,0.48,0.37,0.73,0.46,0.49,0.32,0.74,0.45,12,10,14,10,30,14,12,30,-1,-1,0,0,2,3,9,True
ORL,MIN,23,6,5,23,-1.0,6,2,1,13,0.625,-0.6923,0,4,4,2,0.49,0.35,0.73,0.45,0.47,0.34,0.74,0.45,12,12,14,10,31,12,11,29,-1,-1,-2,-2,30,19,-24,False
TOR,POR,12,17,18,12,1.0,3,5,6,3,-0.2308,0.5385,3,1,4,6,0.48,0.37,0.8,0.45,0.51,0.36,0.81,0.47,10,10,13,10,30,13,11,28,2,2,5,5,5,-3,13,True
UTA,HOU,18,13,19,11,0,5,3,4,2,0.4667,0.5,4,6,3,7,0.49,0.34,0.76,0.46,0.47,0.34,0.77,0.44,14,10,17,10,28,12,11,31,0,-2,0,2,9,12,5,True
BOS,SAC,27,4,7,23,0,19,2,3,8,0.8889,-0.3333,0,2,4,1,0.49,0.36,0.78,0.46,0.49,0.38,0.75,0.47,14,12,16,10,29,14,12,29,1,2,5,4,-12,-8,-45,False
DAL,LAC,17,12,8,20,0.0,5,5,3,6,0.1429,-0.5714,3,6,5,2,0.47,0.31,0.81,0.44,0.45,0.33,0.71,0.43,11,11,13,11,32,14,12,30,0,-1,-2,-2,9,12,-22,False
DEN,NY,19,11,11,17,0,4,3,3,5,0.4667,0.0769,2,6,4,2,0.49,0.34,0.77,0.46,0.51,0.36,0.75,0.47,13,10,16,11,30,16,11,35,3,2,2,2,-3,-11,-7,False
GS,LAL,9,22,24,5,0,2,9,7,2,-0.1667,0.875,4,2,0,3,0.49,0.36,0.76,0.47,0.5,0.37,0.75,0.46,14,12,15,13,31,15,12,31,-1,-1,1,3,-12,-8,17,True
MIA,CLE,16,12,25,4,0,4,3,11,1,0.3333,1.0,6,7,1,4,0.48,0.37,0.72,0.46,0.5,0.32,0.79,0.46,13,11,14,11,29,14,10,29,-1,1,2,3,-5,0,7,True
NO,IND,17,9,10,19,0,4,2,3,6,0.4286,-0.0769,2,3,5,2,0.49,0.37,0.79,0.46,0.5,0.35,0.79,0.47,11,12,13,9,28,14,11,33,2,2,3,5,2,2,-2,False
CHI,NJ,13,17,15,15,-1.0,2,3,3,3,0.5385,-0.375,9,6,5,5,0.49,0.36,0.77,0.47,0.46,0.38,0.77,0.44,13,14,16,12,29,13,11,29,0,-2,-4,-4,5,3,-13,False
DEN,ATL,20,11,19,10,0,4,3,6,4,0.4667,0.7333,2,6,1,3,0.49,0.34,0.76,0.46,0.5,0.35,0.75,0.46,13,10,16,11,30,13,12,30,-1,1,1,3,-10,-4,18,True
MEM,MIN,10,20,5,24,0,4,7,1,13,0.0,-0.7143,6,4,5,2,0.5,0.38,0.78,0.47,0.47,0.35,0.74,0.45,12,12,14,10,28,12,11,29,-1,0,-2,-2,-7,0,10,True
ORL,DET,24,6,17,11,0,7,2,4,3,0.625,0.2857,0,4,2,2,0.48,0.36,0.72,0.45,0.48,0.33,0.77,0.45,12,11,14,10,32,13,11,30,1,2,0,0,2,-5,6,True
PHI,UTA,12,17,18,14,1.0,3,4,5,3,-0.0667,0.4667,4,4,5,6,0.48,0.33,0.75,0.46,0.48,0.34,0.77,0.46,12,11,16,11,29,15,12,29,3,2,4,4,-3,-11,17,True
PHO,OKC,16,12,3,28,-1.0,3,4,1,14,0.2,-0.7333,2,5,3,0,0.5,0.4,0.74,0.48,0.48,0.36,0.73,0.46,12,11,13,9,28,15,11,31,1,2,1,0,6,5,-8,False
TOR,GS,12,18,9,23,-1.0,3,5,2,9,-0.2308,-0.1667,3,1,5,2,0.48,0.37,0.8,0.46,0.49,0.36,0.76,0.47,10,12,13,10,30,15,14,32,2,2,4,6,-8,2,6,True
WAS,HOU,5,23,20,11,1.0,1,8,4,2,-0.5,0.5385,4,0,3,7,0.49,0.32,0.74,0.45,0.46,0.34,0.78,0.44,12,10,13,10,28,12,11,31,1,-1,0,2,2,0,-2,False
ATL,IND,20,10,10,20,1.0,6,4,3,6,0.75,-0.1429,1,3,5,2,0.5,0.35,0.75,0.46,0.5,0.37,0.79,0.47,11,12,12,10,28,14,11,33,2,2,3,4,1,7,-6,False
BOS,POR,28,4,19,12,-1.0,19,2,6,3,0.8889,0.5714,0,2,4,7,0.48,0.35,0.78,0.45,0.51,0.35,0.81,0.48,14,10,16,10,29,12,11,28,2,2,5,5,-25,-36,5,True
CLE,MIA,26,4,16,13,-1.0,11,1,4,3,1.0,0.3333,1,4,6,7,0.5,0.32,0.78,0.46,0.48,0.37,0.72,0.45,12,11,14,11,28,14,11,30,-1,0,2,4,2,-9,9,True
LAC,SAC,8,21,7,24,1.0,3,6,3,8,-0.6,-0.375,5,2,4,1,0.45,0.33,0.71,0.43,0.49,0.37,0.75,0.46,12,12,14,11,33,14,12,29,1,1,3,2,-11,-15,2,True
MIL,SA,14,17,20,10,-1.0,3,4,6,3,0.2308,0.4118,1,3,2,3,0.49,0.33,0.77,0.45,0.48,0.36,0.73,0.46,14,9,16,12,30,11,9,32,2,0,1,2,-2,-18,-2,False
MIN,DAL,6,24,18,12,1.0,1,13,5,5,-0.6,0.1429,5,3,3,7,0.47,0.34,0.74,0.45,0.47,0.3,0.8,0.44,13,10,14,10,31,13,11,31,-2,-2,-1,-2,-7,-4,7,True
NY,CHA,11,18,11,20,-1.0,3,6,2,7,0.0,-0.1579,4,2,5,4,0.51,0.36,0.74,0.47,0.47,0.36,0.76,0.45,11,11,14,10,32,15,10,29,-2,-1,-2,-1,-10,-4,-4,False
PHO,MEM,17,12,10,21,-1.0,3,4,4,7,0.2,0.0,2,6,6,4,0.51,0.4,0.74,0.48,0.5,0.37,0.78,0.47,13,11,13,9,27,14,9,30,1,2,3,3,-5,-5,-12,False
WAS,NO,6,23,18,9,0,2,8,4,2,-0.5,0.4286,4,0,2,3,0.49,0.32,0.75,0.45,0.48,0.39,0.79,0.46,12,10,13,10,29,14,10,30,0,0,1,2,-9,-10,12,True
DEN,TOR,20,12,12,19,-1.0,4,3,3,5,0.4667,-0.2308,2,6,3,1,0.49,0.34,0.77,0.46,0.48,0.37,0.8,0.46,13,10,16,11,29,13,10,31,1,1,2,2,1,7,-7,False
GS,OKC,10,23,3,29,-1.0,2,9,1,14,-0.0769,-0.75,5,3,3,0,0.49,0.37,0.77,0.47,0.48,0.36,0.73,0.46,14,11,15,13,30,15,11,31,1,2,0,0,8,7,7,True
MIL,HOU,15,17,20,12,0,3,4,4,2,0.2308,0.4286,1,4,4,7,0.48,0.34,0.76,0.45,0.46,0.34,0.78,0.44,14,10,16,12,30,12,11,31,1,-1,0,2,-2,-6,4,True
NJ,DET,15,16,18,11,-1.0,3,3,4,3,-0.4118,0.3333,6,5,2,2,0.46,0.37,0.77,0.44,0.48,0.34,0.76,0.45,13,11,13,9,30,13,11,30,1,2,0,0,-5,2,8,True
ORL,CHI,24,7,14,17,-1.0,7,2,2,3,0.625,0.5385,0,4,9,6,0.48,0.36,0.72,0.45,0.49,0.35,0.77,0.46,12,11,14,10,31,13,12,31,1,3,5,6,9,4,-19,False
PHI,LAC,12,18,8,22,-1.0,3,4,3,6,-0.0667,-0.6,4,4,5,2,0.48,0.34,0.75,0.46,0.45,0.33,0.71,0.43,12,11,16,11,29,14,12,30,0,-1,-2,-3,8,15,-8,False
ATL,NJ,21,10,15,17,1.0,6,4,3,3,0.75,-0.4118,1,3,6,5,0.5,0.35,0.75,0.46,0.46,0.37,0.76,0.44,11,13,12,10,28,13,11,29,0,-1,-3,-4,-4,-2,2,True
CHA,MIL,11,21,15,18,1.0,2,7,3,4,-0.2,0.2308,5,4,2,4,0.47,0.35,0.75,0.45,0.48,0.33,0.76,0.45,12,12,14,10,28,15,10,30,1,1,-1,3,-8,-6,28,True
CHI,CLE,14,18,26,5,1.0,2,3,11,1,0.4286,1.0,10,6,1,4,0.49,0.35,0.77,0.46,0.5,0.33,0.78,0.46,13,11,15,12,29,14,10,29,-1,2,2,3,-27,-28,25,True
DEN,OKC,21,12,4,29,0,4,3,1,14,0.4667,-0.6471,2,7,3,0,0.49,0.34,0.77,0.46,0.48,0.36,0.73,0.46,13,11,16,11,29,15,11,31,1,2,1,0,-3,-8,-2,False
GS,MIN,10,24,6,25,-1.0,2,9,1,13,-0.0769,-0.6,6,3,6,3,0.49,0.37,0.77,0.47,0.47,0.34,0.74,0.45,14,12,15,13,30,12,11,29,-1,-1,-3,-2,-4,8,7,True
HOU,TOR,21,12,12,20,0,4,2,3,5,0.4667,-0.2857,4,8,3,1,0.46,0.34,0.78,0.43,0.48,0.37,0.8,0.46,12,10,13,9,31,13,10,31,1,1,1,2,11,5,21,True
IND,NY,10,21,12,18,0,3,6,3,6,-0.2,0.0,5,2,4,2,0.5,0.37,0.79,0.47,0.51,0.35,0.74,0.47,12,10,15,12,32,15,11,34,2,1,2,1,-4,-2,-2,False
LAC,PHO,8,23,18,12,0,3,6,3,4,-0.625,0.2,5,2,2,6,0.45,0.32,0.72,0.43,0.5,0.39,0.74,0.48,12,12,14,11,32,14,11,30,1,0,1,0,-3,-4,8,True
MIA,ORL,17,13,25,7,0,4,3,7,2,0.375,0.625,6,8,0,5,0.48,0.38,0.72,0.45,0.48,0.36,0.72,0.45,13,10,14,11,29,14,11,32,0,2,3,2,16,7,10,True
NO,POR,19,9,20,12,0.0,4,2,6,3,0.4667,0.6,2,3,4,7,0.49,0.39,0.79,0.46,0.51,0.36,0.8,0.47,11,10,12,9,28,13,11,29,1,2,5,5,0,5,-15,False
PHI,DAL,13,18,19,12,0,3,4,5,5,-0.0667,0.2,4,4,3,7,0.48,0.33,0.76,0.46,0.47,0.3,0.8,0.44,12,10,15,11,29,12,11,31,-2,-3,-1,-2,-3,-4,10,True
SA,MEM,20,11,10,22,-1.0,6,3,4,7,0.3333,-0.0588,2,3,6,4,0.48,0.37,0.73,0.46,0.5,0.37,0.78,0.47,10,11,12,7,31,14,9,30,2,2,4,2,-2,-6,-11,False
SAC,DET,8,24,19,11,1.0,3,8,5,3,-0.2941,0.375,4,1,2,2,0.48,0.37,0.75,0.46,0.48,0.33,0.76,0.45,13,11,16,10,29,13,11,30,1,2,0,1,8,-1,6,True
UTA,LAL,19,14,25,5,0,5,3,7,2,0.5,0.8824,5,7,0,3,0.48,0.35,0.77,0.46,0.5,0.37,0.75,0.47,14,12,17,10,28,15,12,31,0,-1,1,3,8,15,13,True
WAS,BOS,6,24,28,5,1.0,2,8,19,2,-0.5,0.8889,4,0,1,2,0.49,0.32,0.75,0.45,0.48,0.36,0.78,0.45,12,12,13,10,29,15,10,30,0,-1,1,3,0,5,25,True
HOU,ATL,21,13,21,11,-1.0,4,2,6,4,0.4667,0.75,5,8,1,3,0.46,0.34,0.77,0.44,0.49,0.36,0.75,0.46,12,10,14,9,31,13,12,30,-1,0,1,3,10,19,3,True
MIL,CHA,16,18,11,22,-1.0,3,4,2,7,0.2857,-0.2,2,5,5,4,0.48,0.34,0.76,0.45,0.47,0.36,0.75,0.45,14,11,16,11,30,15,10,29,-2,0,-2,0,12,19,10,True
MIN,CHI,7,25,14,19,0,1,13,2,3,-0.5,0.4286,6,4,10,6,0.47,0.34,0.74,0.45,0.49,0.36,0.77,0.46,13,11,14,10,31,13,12,31,0,2,4,6,1,7,-10,False
NJ,MIA,16,17,17,14,1.0,3,3,4,3,-0.3333,0.375,6,5,7,8,0.46,0.37,0.76,0.44,0.48,0.37,0.72,0.45,13,10,13,9,30,14,11,31,0,1,2,4,-20,-8,5,True
NO,DEN,20,9,22,12,-1.0,4,2,4,3,0.4667,0.4667,2,3,2,7,0.48,0.38,0.79,0.46,0.49,0.35,0.77,0.46,11,13,12,9,27,15,11,29,0,0,0,2,-2,0,5,True
PHI,SA,13,19,21,11,0,3,4,6,3,-0.0667,0.3333,5,4,2,4,0.48,0.33,0.76,0.46,0.48,0.37,0.73,0.46,12,9,15,11,29,12,9,31,1,0,1,1,-4,-2,2,True
SAC,IND,8,25,11,21,0,3,8,3,6,-0.2941,-0.2,5,1,5,2,0.49,0.36,0.75,0.46,0.5,0.37,0.79,0.46,13,12,16,10,29,14,11,33,1,1,3,4,1,7,5,True
BOS,NY,29,5,12,19,-1.0,19,2,3,6,0.8947,-0.0667,1,3,5,2,0.48,0.36,0.78,0.45,0.51,0.35,0.74,0.47,13,10,16,10,29,16,11,34,2,1,1,1,24,31,12,True
CLE,WAS,27,5,6,25,-1.0,11,1,2,8,1.0,-0.5,1,5,4,0,0.5,0.34,0.78,0.46,0.49,0.33,0.75,0.46,12,10,14,11,28,14,12,30,0,0,1,1,14,17,3,True
DAL,MEM,20,12,10,23,-1.0,5,5,4,7,0.25,-0.1111,3,7,6,4,0.47,0.31,0.8,0.44,0.5,0.36,0.78,0.47,11,11,13,11,32,14,9,30,1,1,3,2,-4,-2,20,True
DET,LAC,20,11,8,24,0,6,3,3,6,0.4118,-0.625,2,2,5,2,0.48,0.32,0.76,0.45,0.45,0.33,0.71,0.43,12,11,13,10,30,14,12,30,0,-1,-2,-3,1,7,-1,False
ORL,TOR,26,7,13,20,-1.0,7,2,3,5,0.6471,-0.2,0,5,3,1,0.48,0.36,0.72,0.45,0.48,0.38,0.8,0.46,13,10,14,10,31,13,10,31,1,1,2,2,1,2,6,True
POR,LAL,20,13,26,5,1.0,6,3,7,2,0.5,0.8889,4,7,0,3,0.51,0.35,0.81,0.47,0.5,0.36,0.75,0.47,12,12,13,10,25,14,12,31,0,0,2,4,-2,0,14,True
GS,UTA,10,25,19,15,0,2,9,5,3,-0.0769,0.5,6,3,6,7,0.49,0.36,0.77,0.47,0.48,0.34,0.77,0.46,14,11,15,13,30,15,12,29,3,3,5,5,1,7,5,True
IND,DEN,12,21,23,12,0,3,6,4,3,-0.125,0.5,5,2,2,7,0.5,0.36,0.79,0.47,0.49,0.35,0.77,0.46,12,13,15,11,32,14,11,29,0,0,1,2,1,0,20,True
SA,MIA,22,11,18,14,1.0,6,3,4,3,0.3684,0.4118,2,4,7,9,0.48,0.37,0.73,0.46,0.48,0.38,0.72,0.45,10,10,12,7,31,14,11,31,-1,1,2,4,16,3,-7,False
SAC,NJ,8,26,16,18,1.0,3,8,3,3,-0.2941,-0.3333,5,1,7,5,0.49,0.36,0.75,0.46,0.46,0.37,0.76,0.44,13,13,16,10,29,13,11,30,-1,-2,-3,-3,1,0,8,True
TOR,MIL,14,20,16,19,-1.0,3,5,3,4,-0.125,0.2857,3,1,3,5,0.48,0.37,0.8,0.46,0.48,0.34,0.77,0.45,11,12,13,10,30,14,10,30,1,2,0,4,7,-1,10,True
BOS,CHA,29,6,12,22,-1.0,19,2,2,7,0.8947,-0.1429,2,3,5,4,0.48,0.36,0.78,0.45,0.47,0.36,0.76,0.45,13,11,16,10,29,15,10,29,-2,0,-1,0,-3,10,8,True
HOU,PHI,21,14,13,20,0,4,2,3,4,0.4667,-0.0667,5,8,5,4,0.47,0.34,0.77,0.44,0.48,0.34,0.76,0.46,12,10,14,9,31,15,12,30,2,3,3,4,8,2,8,True
LAC,DAL,8,25,20,13,0.3333,3,7,5,5,-0.6471,0.25,5,2,3,7,0.45,0.34,0.71,0.43,0.47,0.31,0.81,0.44,12,10,14,12,32,12,11,31,-2,-2,-1,-1,2,-1,5,True
