AWAY_NAME,HOME_NAME,AWAY_GamesWon,AWAY_GamesLost,HOME_GamesWon,HOME_GamesLost,HOMEvsAWAY_winRatio,AWAY_longestWinStreak,AWAY_longestLoseStreak,HOME_longestWinStreak,HOME_longestLoseStreak,AWAY_homeTurfAdvantage,HOME_homeTurfAdvantage,AWAY_nonconsecutiveWins,AWAY_nonconsecutiveLosts,HOME_nonconsecutiveWins,HOME_nonconsecutiveLosts,AWAY TEAM 2P %,AWAY TEAM 3P %,AWAY TEAM FT %,AWAY TEAM ALL throws %,HOME TEAM 2P %,HOME TEAM 3P %,HOME TEAM FT %,HOME TEAM ALL throws %,AWAY TEAM FOULS,HOME TEAM FOULS,AWAY TEAM TO,AWAY TEAM OR,AWAY TEAM DR,HOME TEAM TO,HOME TEAM OR,HOME TEAM DR,Q1 lead HOME vs AWAY,Q2 lead HOME vs AWAY,Q3 lead HOME vs AWAY,Q4 lead HOME vs AWAY,diffPTS_Q2,diffPTS_Q3,finalScoreDifferential,HOME_win
SA,CHA,78,41,52,66,-1.0,6,3,6,7,0.4062,0.2542,10,18,12,11,0.49,0.38,0.75,0.47,0.49,0.36,0.76,0.46,10,11,12,9,30,15,10,29,1,2,2,4,-12,1,16,True
SAC,PHI,32,87,53,67,1.0,4,9,7,12,-0.2581,-0.0169,19,5,14,11,0.5,0.38,0.76,0.47,0.5,0.35,0.77,0.47,13,11,15,11,29,14,12,28,1,2,1,2,4,2,12,True
TOR,NY,52,69,48,72,0.0,6,7,4,6,0.0169,-0.0333,7,4,15,8,0.5,0.36,0.8,0.47,0.51,0.34,0.77,0.47,12,11,13,10,29,14,11,32,1,1,2,2,-13,-6,-8,False
WAS,CHI,31,88,58,61,0.5,2,8,5,5,-0.3448,0.3443,21,5,17,13,0.49,0.36,0.77,0.46,0.49,0.35,0.78,0.46,12,11,14,10,29,14,12,31,0,1,3,4,12,4,2,True
CLE,LAC,96,27,36,84,-1.0,13,3,4,12,0.8276,-0.2459,4,17,16,8,0.49,0.36,0.76,0.46,0.49,0.36,0.74,0.46,12,11,14,10,29,14,11,30,1,1,1,1,-7,-5,-1,False
MIA,OKC,63,57,44,77,-0.3333,4,3,5,14,0.2581,-0.1475,23,23,17,13,0.49,0.37,0.76,0.46,0.49,0.34,0.76,0.46,12,11,13,10,29,15,11,31,0,2,2,1,-9,-14,18,True
MIL,UTA,50,69,70,51,0.0,4,5,12,4,0.1186,0.5484,17,12,19,22,0.48,0.37,0.77,0.46,0.51,0.37,0.77,0.48,13,12,15,10,30,14,10,30,2,3,4,6,8,-5,17,True
NY,DET,48,73,52,68,-0.2,4,6,7,13,-0.0492,0.0169,16,8,10,6,0.51,0.34,0.77,0.47,0.48,0.33,0.75,0.46,11,11,14,10,32,12,11,30,0,1,1,1,-24,-13,4,True
PHO,CHA,70,52,53,66,0.0,7,6,6,7,0.4333,0.2667,12,20,12,11,0.52,0.39,0.75,0.49,0.49,0.36,0.76,0.46,13,11,15,11,29,15,10,29,1,2,2,4,-5,3,26,True
SA,MEM,78,42,44,76,-1.0,6,3,4,12,0.4062,-0.0169,10,18,17,13,0.49,0.38,0.75,0.47,0.5,0.36,0.76,0.48,10,12,12,9,30,14,11,29,0,0,2,2,-4,7,6,True
SAC,WAS,32,88,31,89,0.3333,4,9,2,8,-0.2581,-0.3448,19,5,21,5,0.5,0.38,0.76,0.47,0.49,0.36,0.77,0.46,13,11,15,11,29,13,12,30,0,1,2,2,2,3,10,True
DAL,TOR,76,45,53,69,-1.0,5,5,6,7,0.4754,0.0169,10,28,7,4,0.49,0.36,0.79,0.46,0.5,0.36,0.8,0.47,11,11,13,10,31,13,10,31,1,2,2,3,-7,3,22,True
CHI,GS,59,61,40,80,-1.0,5,5,3,9,0.3548,-0.0345,17,13,20,10,0.49,0.36,0.78,0.46,0.5,0.37,0.78,0.48,12,13,14,11,30,14,12,31,0,1,3,4,-1,-3,17,True
DAL,BOS,76,46,89,31,1.0,5,5,19,4,0.4754,0.5862,11,28,8,15,0.49,0.36,0.79,0.46,0.49,0.35,0.76,0.46,11,12,13,10,31,14,10,29,0,-1,1,1,13,16,-9,False
DET,NY,53,68,48,74,0.0,7,13,4,6,0.0333,-0.0492,10,6,16,8,0.48,0.33,0.75,0.46,0.51,0.34,0.77,0.47,12,11,12,10,28,14,11,32,1,0,2,2,14,17,8,True
MIL,HOU,50,70,75,47,0.0,4,5,6,3,0.1186,0.5517,18,12,18,28,0.49,0.37,0.77,0.46,0.49,0.36,0.78,0.46,13,10,15,10,30,13,11,31,2,2,3,3,13,18,3,True
NJ,LAC,37,84,36,85,0.0,4,19,4,12,-0.3,-0.2581,16,10,16,8,0.48,0.36,0.77,0.45,0.49,0.36,0.74,0.46,12,11,13,10,30,14,11,30,1,1,1,1,-20,-20,11,True
OKC,ATL,45,77,73,48,1.0,5,14,7,4,-0.129,0.541,17,13,13,18,0.49,0.35,0.76,0.46,0.5,0.37,0.74,0.47,12,11,15,11,29,13,11,30,0,3,4,4,10,17,-3,False
ORL,LAL,85,37,96,26,-1.0,7,4,11,2,0.5593,0.7576,6,22,2,14,0.49,0.37,0.74,0.45,0.5,0.36,0.75,0.47,12,11,13,9,31,14,11,31,1,2,4,4,20,18,6,True
PHI,MIN,54,67,32,91,0.0,7,12,5,15,0.0,-0.4754,14,12,18,10,0.49,0.35,0.77,0.47,0.49,0.34,0.76,0.46,11,11,15,11,28,13,11,30,0,0,-1,0,2,3,5,True
PHO,MEM,70,53,45,76,-0.3333,7,6,4,12,0.4333,0.0,12,20,17,13,0.52,0.39,0.76,0.49,0.5,0.36,0.76,0.48,13,12,15,11,29,14,11,29,0,1,2,2,27,28,7,True
POR,WAS,79,44,32,89,-1.0,7,3,2,8,0.5625,-0.322,13,24,21,5,0.5,0.37,0.78,0.47,0.49,0.36,0.77,0.46,11,11,13,10,27,13,12,30,0,1,2,2,20,18,5,True
SA,NO,78,43,69,51,-0.2,6,3,7,4,0.4062,0.4576,10,18,13,12,0.49,0.38,0.74,0.47,0.49,0.37,0.79,0.46,10,10,12,9,30,13,10,31,2,2,3,3,10,10,-7,False
SAC,CHA,32,89,54,66,1.0,4,9,6,7,-0.2581,0.2787,19,5,12,11,0.5,0.38,0.76,0.47,0.49,0.36,0.76,0.46,13,11,15,11,29,15,10,29,1,2,2,4,4,4,2,True
IND,MIA,50,71,63,58,0.2,5,8,4,3,0.1667,0.2581,17,16,23,23,0.49,0.38,0.78,0.46,0.49,0.37,0.76,0.46,13,11,14,10,32,13,10,30,0,1,3,3,-20,-20,30,True
TOR,CLE,54,69,97,27,0.5,6,7,13,3,0.0333,0.8276,7,4,4,18,0.5,0.36,0.8,0.47,0.49,0.36,0.76,0.46,12,11,13,10,29,13,10,30,1,2,3,3,13,16,8,True
BOS,DET,89,32,53,69,-0.5,19,4,7,13,0.5593,0.0333,8,15,10,6,0.49,0.35,0.76,0.46,0.48,0.33,0.75,0.46,12,11,15,10,29,12,11,30,0,1,1,1,9,-7,6,True
CHI,LAC,59,62,37,85,-1.0,5,5,4,12,0.3548,-0.2381,17,13,16,8,0.49,0.36,0.77,0.46,0.49,0.36,0.74,0.46,12,11,14,11,30,14,11,30,1,1,1,1,1,4,7,True
DAL,WAS,77,46,33,89,-0.3333,5,5,2,8,0.4754,-0.3,11,29,21,5,0.49,0.36,0.79,0.46,0.49,0.36,0.77,0.46,11,11,13,10,31,13,12,30,0,1,2,2,9,-7,-1,False
DEN,GS,79,42,41,80,-0.6,8,3,3,9,0.6393,-0.0169,7,18,20,10,0.5,0.36,0.77,0.47,0.5,0.37,0.78,0.48,14,13,15,11,29,14,12,31,0,1,3,4,-3,13,-5,False
IND,ORL,50,72,85,38,0.3333,5,8,7,4,0.1667,0.5593,17,16,6,22,0.49,0.38,0.77,0.46,0.49,0.37,0.74,0.45,13,11,14,10,32,13,10,32,1,2,3,3,19,27,11,True
MEM,NO,46,76,69,52,0.5,4,12,7,4,0.0164,0.4333,17,13,13,12,0.5,0.36,0.76,0.48,0.49,0.37,0.79,0.46,12,10,15,10,28,13,10,31,1,1,3,3,2,2,2,True
MIA,CHA,64,58,55,66,-0.2,4,3,6,7,0.2698,0.2903,23,24,12,11,0.49,0.37,0.76,0.46,0.49,0.36,0.76,0.46,12,11,13,10,29,15,10,29,1,2,2,4,19,27,39,True
NJ,PHO,37,85,70,54,0.0,4,19,7,6,-0.3,0.4333,16,10,12,20,0.48,0.36,0.77,0.45,0.52,0.4,0.76,0.49,12,12,13,10,29,14,11,30,2,3,4,4,12,22,24,True
OKC,MIN,46,77,33,91,0.0,5,14,5,15,-0.129,-0.4516,17,13,18,10,0.49,0.35,0.76,0.46,0.49,0.34,0.76,0.46,12,11,14,11,29,13,11,30,0,0,-1,0,-3,-4,-2,False
POR,PHI,79,45,54,68,1.0,7,3,7,12,0.5625,0.0,13,24,15,12,0.5,0.37,0.78,0.47,0.49,0.35,0.77,0.47,11,11,13,10,27,14,12,28,1,1,1,2,5,-3,-8,False
SAC,ATL,32,90,73,49,1.0,4,9,7,4,-0.2581,0.5161,19,5,13,18,0.5,0.38,0.76,0.47,0.5,0.37,0.74,0.47,13,11,15,11,29,13,11,30,0,3,4,4,19,12,11,True
TOR,MIL,54,70,50,71,0.2,6,7,4,5,0.0333,0.1186,7,4,18,12,0.5,0.36,0.8,0.47,0.49,0.37,0.77,0.46,12,12,13,10,29,14,11,31,1,2,2,3,2,8,6,True
UTA,SA,71,51,79,43,0.0,12,4,6,3,0.5556,0.4062,19,22,10,18,0.51,0.37,0.76,0.48,0.49,0.38,0.75,0.47,14,10,15,10,28,12,9,31,0,1,2,2,13,18,-7,False
LAC,DEN,38,85,80,42,0.6,4,12,8,3,-0.2188,0.6393,16,8,7,18,0.49,0.36,0.74,0.46,0.49,0.36,0.77,0.46,12,13,14,11,29,14,11,30,0,1,3,4,3,5,20,True
LAL,CLE,97,26,98,27,-0.3333,11,2,13,3,0.7612,0.8305,2,14,4,18,0.5,0.36,0.75,0.47,0.5,0.36,0.76,0.46,11,11,14,11,30,13,10,30,1,2,3,3,5,-4,6,True
CHA,ATL,56,66,74,49,0.2,6,7,7,4,0.3016,0.5238,12,11,13,19,0.49,0.36,0.76,0.46,0.5,0.37,0.74,0.47,12,11,15,10,27,13,11,30,0,3,4,4,27,34,14,True
CHI,PHO,59,63,71,54,-1.0,5,5,7,6,0.3548,0.4426,17,13,12,20,0.49,0.36,0.77,0.46,0.52,0.39,0.76,0.49,12,12,14,11,30,14,11,30,2,3,5,5,3,5,-11,False
DAL,PHI,78,46,54,69,-1.0,5,5,7,12,0.4754,-0.0164,11,29,15,12,0.49,0.36,0.79,0.46,0.49,0.35,0.77,0.47,11,11,13,10,31,14,12,28,1,1,1,2,-3,-3,11,True
HOU,SA,76,47,79,44,0.2,6,3,6,3,0.5593,0.3846,18,29,11,18,0.49,0.36,0.78,0.46,0.49,0.38,0.75,0.47,11,10,13,10,30,12,9,31,0,1,2,2,7,6,-7,False
IND,DET,50,73,54,69,0.0,5,8,7,13,0.1667,0.0492,17,16,10,7,0.49,0.38,0.77,0.46,0.48,0.33,0.75,0.46,13,11,14,10,32,12,11,30,0,1,1,1,22,20,-12,False
LAL,NY,97,27,49,74,-1.0,11,2,4,6,0.7612,-0.0323,2,14,16,8,0.5,0.36,0.75,0.47,0.51,0.34,0.77,0.47,11,11,14,11,30,14,11,32,0,1,2,2,-2,2,-10,False
MIA,WAS,64,59,33,90,-0.7143,4,3,2,8,0.2698,-0.3115,24,24,21,5,0.49,0.37,0.76,0.46,0.49,0.36,0.77,0.46,12,11,13,10,29,13,12,30,0,1,2,2,27,34,-24,False
MIL,TOR,51,71,54,71,-0.3333,4,5,6,7,0.1333,0.0333,18,12,7,4,0.49,0.37,0.77,0.46,0.5,0.36,0.8,0.47,13,11,15,10,30,12,10,31,1,2,2,3,-7,3,5,True
NJ,GS,37,86,41,81,1.0,4,19,3,9,-0.3,-0.0333,16,10,21,10,0.48,0.36,0.77,0.45,0.5,0.37,0.78,0.48,12,13,13,10,29,14,12,31,0,1,3,4,7,13,32,True
NO,MIN,70,52,33,92,-0.6,7,4,5,15,0.4426,-0.4603,13,12,19,10,0.5,0.37,0.79,0.46,0.49,0.34,0.76,0.46,11,11,12,10,29,13,11,30,0,0,-1,0,10,-3,-2,False
OKC,MEM,47,77,46,77,-0.6,5,14,4,12,-0.129,0.0164,17,13,17,13,0.49,0.34,0.76,0.46,0.51,0.36,0.76,0.48,12,12,15,11,29,14,11,29,0,1,2,2,-4,-8,2,True
POR,BOS,80,45,89,33,0.0,7,3,19,4,0.5625,0.5593,13,25,8,15,0.5,0.37,0.78,0.47,0.49,0.35,0.76,0.46,11,12,13,10,27,14,10,29,0,-1,1,1,-5,-3,3,True
SAC,ORL,32,91,86,38,1.0,4,9,7,4,-0.2581,0.5667,19,5,6,22,0.5,0.38,0.76,0.47,0.49,0.37,0.74,0.45,13,11,15,11,29,13,10,32,1,2,3,3,2,13,16,True
CHI,HOU,60,63,77,47,0.0,5,5,6,3,0.3548,0.5593,17,13,18,29,0.48,0.36,0.77,0.46,0.49,0.36,0.78,0.46,12,10,14,11,30,13,11,31,2,2,2,3,-10,-5,-7,False
GS,PHO,42,81,71,55,0.3333,3,9,7,6,-0.0164,0.4194,21,11,13,20,0.5,0.37,0.78,0.48,0.52,0.39,0.76,0.49,14,12,16,12,31,14,11,30,2,3,4,4,6,23,9,True
MIN,MIL,33,93,51,72,-0.3333,5,15,4,5,-0.4688,0.1333,19,10,19,12,0.49,0.34,0.76,0.46,0.49,0.37,0.77,0.46,12,12,14,10,31,14,11,31,1,2,2,3,0,-3,33,True
NJ,UTA,37,87,72,51,0.3333,4,19,12,4,-0.3,0.5556,16,10,19,22,0.48,0.36,0.77,0.45,0.51,0.37,0.76,0.48,13,12,13,10,29,14,10,30,2,3,4,6,6,23,33,True
NO,DEN,71,52,81,42,-0.2,7,4,8,3,0.4426,0.6452,13,12,7,18,0.5,0.37,0.79,0.46,0.49,0.36,0.77,0.46,11,13,12,10,29,14,11,30,0,1,3,4,0,-3,6,True
OKC,CLE,47,78,99,27,1.0,5,14,13,3,-0.129,0.8333,17,13,4,18,0.49,0.34,0.76,0.46,0.5,0.36,0.76,0.46,12,11,15,11,29,13,10,30,1,2,3,3,-1,3,1,True
ORL,CHA,87,38,56,67,-1.0,7,4,6,7,0.5738,0.3016,6,22,12,11,0.49,0.37,0.74,0.45,0.49,0.36,0.76,0.46,12,11,13,9,31,15,10,29,1,2,2,4,16,28,-11,False
PHI,IND,55,69,51,73,0.0,7,12,5,8,0.0,0.1667,15,12,17,16,0.49,0.35,0.77,0.47,0.49,0.38,0.77,0.46,11,12,15,11,28,14,11,33,0,1,3,4,6,12,-10,False
POR,DET,80,46,54,70,-1.0,7,3,7,13,0.5625,0.0323,14,25,11,7,0.5,0.37,0.78,0.47,0.48,0.33,0.75,0.46,11,11,13,10,27,12,11,30,0,1,1,1,5,5,-4,False
SAC,MIA,32,92,65,59,1.0,4,9,4,3,-0.2581,0.2698,19,5,24,25,0.5,0.38,0.76,0.47,0.49,0.37,0.76,0.46,13,11,15,11,29,13,10,30,0,1,3,3,16,28,31,True
DAL,NY,78,47,49,75,-1.0,5,5,4,6,0.4754,-0.0476,11,29,17,8,0.49,0.36,0.79,0.46,0.51,0.34,0.77,0.47,11,11,13,10,31,14,11,32,0,1,2,2,6,12,-50,False
LAC,WAS,38,86,33,91,-0.3333,4,12,2,8,-0.2188,-0.3226,16,8,21,5,0.49,0.36,0.74,0.46,0.49,0.36,0.77,0.46,12,11,14,11,29,13,12,30,0,1,1,2,-1,16,-14,False
LAL,TOR,98,27,55,71,-1.0,11,2,6,7,0.7612,0.0492,2,15,7,4,0.5,0.36,0.75,0.47,0.5,0.36,0.8,0.47,11,11,14,11,30,13,10,31,1,2,2,3,0,1,1,True
ATL,HOU,75,49,77,48,-0.3333,7,4,6,3,0.5312,0.5333,13,19,18,29,0.5,0.37,0.75,0.47,0.49,0.36,0.78,0.46,11,10,13,10,29,13,11,31,1,2,2,3,4,18,-7,False
CHA,DEN,56,68,82,42,0.3333,6,7,8,3,0.2812,0.6508,12,11,7,18,0.49,0.36,0.76,0.46,0.49,0.36,0.77,0.46,11,13,15,10,27,14,11,30,0,1,3,4,-4,-10,11,True
CHI,SA,61,63,79,45,0.3333,5,5,6,3,0.3548,0.3636,17,13,11,18,0.48,0.36,0.77,0.46,0.49,0.38,0.75,0.47,12,10,14,11,30,12,9,31,1,1,2,2,-12,-5,-5,False
CLE,MIA,100,27,66,59,-0.6,13,3,4,3,0.8361,0.2812,4,18,24,25,0.5,0.36,0.76,0.46,0.49,0.37,0.76,0.46,12,11,13,10,29,13,10,30,0,2,3,3,13,-1,-1,False
IND,PHI,51,74,56,69,0.2,5,8,7,12,0.1475,0.0,18,16,15,12,0.49,0.38,0.77,0.46,0.49,0.35,0.77,0.47,13,11,14,10,32,14,12,28,1,1,1,2,-7,-13,-11,False
LAC,BOS,39,86,90,33,-0.3333,4,12,19,4,-0.2188,0.5667,16,9,8,15,0.49,0.36,0.74,0.46,0.49,0.35,0.76,0.46,12,12,14,11,29,14,10,29,0,-1,1,1,-2,-3,6,True
NO,POR,71,53,81,46,0.2,7,4,7,3,0.4426,0.5625,13,12,14,26,0.5,0.37,0.79,0.46,0.5,0.37,0.78,0.47,11,10,12,10,29,12,11,28,2,2,4,4,-1,1,-1,False
ORL,MEM,88,38,47,77,0.0,7,4,4,12,0.5738,0.0323,6,22,17,14,0.49,0.37,0.74,0.45,0.5,0.35,0.76,0.48,12,12,13,9,31,14,11,29,0,1,2,2,-4,-10,5,True
PHO,UTA,72,55,73,51,0.0,7,6,12,4,0.4286,0.5625,13,21,19,22,0.52,0.39,0.76,0.49,0.51,0.37,0.76,0.48,13,12,14,11,29,14,10,30,2,3,5,6,-5,-1,9,True
CHA,PHO,56,69,72,56,-0.3333,6,7,7,6,0.2812,0.4286,12,11,14,21,0.49,0.36,0.76,0.46,0.52,0.39,0.76,0.49,11,12,15,10,27,14,11,31,2,3,4,4,4,11,-5,False
GS,SAC,42,82,32,93,0.0,3,9,4,9,-0.0164,-0.2581,22,11,19,5,0.5,0.37,0.78,0.48,0.5,0.38,0.76,0.47,14,12,16,12,31,14,11,30,1,1,3,3,-5,-1,3,True
LAL,WAS,98,28,33,92,-1.0,11,2,2,8,0.7612,-0.3333,3,15,21,5,0.5,0.36,0.75,0.47,0.49,0.36,0.76,0.46,11,11,14,11,30,13,12,30,0,1,1,2,-2,-2,-12,False
MIL,DAL,52,72,79,47,0.3333,4,5,5,5,0.1475,0.4754,19,13,11,30,0.49,0.37,0.77,0.46,0.49,0.36,0.79,0.46,13,10,15,10,30,12,11,31,0,0,1,2,10,18,1,True
MIN,NY,33,94,49,76,0.0,5,15,4,6,-0.4688,-0.0625,19,10,17,8,0.49,0.34,0.76,0.46,0.51,0.34,0.77,0.46,12,11,14,10,31,14,11,32,0,0,1,1,10,18,27,True
ATL,SA,76,49,79,46,1.0,7,4,6,3,0.5312,0.3433,13,19,11,18,0.5,0.36,0.75,0.47,0.49,0.38,0.75,0.47,11,10,13,10,29,12,9,31,1,1,2,2,-11,-10,15,True
CHI,OKC,62,63,47,79,0.3333,5,5,5,14,0.3548,-0.129,17,13,17,13,0.48,0.36,0.77,0.46,0.49,0.34,0.76,0.46,12,11,14,11,30,15,11,31,0,2,2,1,-2,1,-10,False
DEN,HOU,83,42,77,49,0.2,8,3,6,3,0.6562,0.5082,7,18,18,29,0.49,0.36,0.77,0.46,0.49,0.36,0.78,0.46,14,10,15,11,29,13,11,31,1,2,2,3,4,11,-5,False
LAC,NJ,39,87,37,88,-0.3333,4,12,4,19,-0.2188,-0.3,17,9,16,10,0.49,0.36,0.74,0.46,0.48,0.36,0.77,0.46,12,12,14,11,30,13,11,30,0,0,1,2,-1,5,16,True
LAL,IND,99,28,52,74,0.0,11,2,5,8,0.7612,0.1475,3,16,18,17,0.5,0.36,0.75,0.47,0.49,0.38,0.77,0.46,11,12,14,11,30,14,11,33,0,1,3,3,-16,-15,-22,False
MEM,DET,48,77,54,71,0.3333,4,12,7,13,0.0476,0.0159,17,14,11,7,0.5,0.36,0.76,0.48,0.48,0.33,0.75,0.46,12,11,15,10,28,12,11,30,0,1,1,1,2,-2,-6,False
MIA,TOR,66,60,56,71,0.2,4,3,6,7,0.2615,0.0645,24,25,7,4,0.49,0.37,0.76,0.46,0.5,0.36,0.8,0.47,12,11,13,10,29,12,10,31,1,2,2,3,4,2,8,True
MIN,CLE,33,95,101,27,1.0,5,15,13,3,-0.4688,0.8361,19,10,4,18,0.49,0.34,0.76,0.46,0.5,0.36,0.76,0.46,12,11,14,10,31,13,10,30,1,2,3,3,23,32,14,True
NO,GS,72,53,42,83,-0.2,7,4,3,9,0.4426,-0.0164,13,13,22,11,0.5,0.37,0.79,0.46,0.5,0.37,0.78,0.48,11,13,12,9,29,14,12,32,0,1,4,4,2,1,-13,False
PHI,MIL,56,70,52,73,-1.0,7,12,4,5,-0.0159,0.1475,15,12,20,13,0.49,0.35,0.77,0.47,0.49,0.37,0.77,0.46,11,12,14,11,28,14,11,31,1,2,2,4,3,-4,3,True
UTA,POR,74,51,81,47,-0.2,12,4,7,3,0.5692,0.5385,19,22,15,26,0.51,0.37,0.76,0.48,0.5,0.37,0.78,0.47,14,10,15,10,28,12,11,28,1,2,4,4,-11,-5,-11,False
BOS,ORL,91,33,88,39,0.0,19,4,7,4,0.5738,0.5738,8,15,6,22,0.49,0.35,0.76,0.46,0.49,0.37,0.74,0.45,12,11,15,10,29,13,10,32,1,2,3,3,-1,5,2,True
DAL,PHO,80,47,72,57,-0.6,5,5,7,6,0.4839,0.4062,11,30,14,21,0.49,0.36,0.79,0.46,0.52,0.39,0.76,0.49,11,12,13,10,31,14,11,31,2,3,4,4,6,6,6,True
TOR,NY,57,71,50,76,-0.2,6,7,4,6,0.0794,-0.0462,7,4,17,8,0.5,0.36,0.8,0.47,0.51,0.34,0.77,0.46,12,11,13,10,29,14,11,32,1,1,2,1,-3,4,-2,False
BOS,ATL,91,34,76,50,-0.1429,19,4,7,4,0.5738,0.5312,8,15,13,19,0.49,0.35,0.76,0.46,0.5,0.36,0.75,0.47,12,11,15,10,29,13,11,30,0,3,4,4,-11,-11,9,True
CHA,GS,57,69,42,84,0.0,6,7,3,9,0.2812,-0.0323,12,11,22,11,0.49,0.36,0.76,0.46,0.5,0.37,0.78,0.48,11,13,15,10,27,14,12,32,0,1,3,4,6,6,-11,False
CHI,NO,63,63,73,53,-1.0,5,5,7,4,0.3548,0.4426,17,13,13,13,0.48,0.36,0.77,0.46,0.5,0.37,0.79,0.46,12,10,14,11,30,13,10,31,1,1,2,3,-9,-2,-2,False
CLE,IND,102,27,52,75,-0.6,13,3,5,8,0.8387,0.129,4,18,19,17,0.5,0.36,0.76,0.46,0.49,0.38,0.77,0.46,12,12,13,10,29,14,11,33,0,1,2,3,12,19,-21,False
DEN,OKC,84,42,47,80,-1.0,8,3,5,14,0.6562,-0.1429,7,18,17,13,0.49,0.36,0.77,0.46,0.49,0.35,0.76,0.46,14,11,15,11,29,15,11,31,0,2,2,1,1,2,17,True
LAC,MIN,39,88,33,96,-0.3333,4,12,5,15,-0.2188,-0.4688,17,9,19,10,0.49,0.36,0.74,0.46,0.49,0.34,0.76,0.46,12,11,14,11,29,13,11,30,0,0,-1,0,10,7,14,True
LAL,PHI,100,28,56,71,0.0,11,2,7,12,0.7612,-0.0159,3,16,15,12,0.5,0.35,0.75,0.47,0.49,0.35,0.77,0.47,11,11,14,11,30,14,11,28,1,1,1,2,-3,-14,-8,False
MEM,SA,49,77,80,46,0.6,4,12,6,3,0.0476,0.3529,17,14,11,18,0.5,0.35,0.76,0.48,0.49,0.38,0.75,0.47,12,10,15,10,28,12,9,31,1,1,2,2,-6,-5,7,True
MIA,DET,66,61,54,72,-0.5,4,3,7,13,0.2615,0.0,24,25,11,7,0.49,0.37,0.76,0.46,0.48,0.33,0.75,0.46,12,11,13,10,29,12,11,29,0,1,1,1,-3,4,-27,False
POR,HOU,81,48,77,50,0.0,7,3,6,3,0.5152,0.4839,15,26,18,29,0.5,0.37,0.78,0.47,0.49,0.36,0.78,0.46,11,10,13,10,27,13,11,31,2,2,2,3,-17,-10,4,True
SAC,UTA,33,93,75,51,0.6,4,9,12,4,-0.2381,0.5692,19,5,19,22,0.5,0.37,0.76,0.47,0.51,0.36,0.77,0.48,13,12,15,11,29,14,11,30,2,3,4,6,11,13,7,True
WAS,NJ,33,93,38,88,-0.2,2,8,4,19,-0.3438,-0.2787,21,5,16,10,0.49,0.36,0.76,0.46,0.48,0.36,0.77,0.46,12,12,14,11,29,13,11,30,0,0,1,2,-16,-15,-2,False
ATL,ORL,77,50,89,39,0.6667,7,4,7,4,0.5385,0.5806,13,20,6,23,0.5,0.36,0.75,0.47,0.49,0.37,0.74,0.45,11,11,13,10,29,13,10,32,1,2,3,3,12,1,18,True
CHA,SAC,58,69,33,94,-1.0,6,7,4,9,0.2812,-0.2381,12,11,20,5,0.49,0.36,0.76,0.46,0.5,0.37,0.76,0.47,11,12,15,10,28,14,12,31,1,1,3,3,-6,-12,-7,False
MIA,MIL,67,61,53,73,-0.3333,4,3,4,5,0.2615,0.1613,24,25,20,14,0.49,0.37,0.76,0.46,0.49,0.37,0.77,0.46,12,12,13,10,29,14,11,31,1,2,2,4,-11,-23,11,True
NO,MEM,73,54,49,78,-0.6,7,4,4,12,0.4194,0.0476,13,13,17,14,0.49,0.37,0.79,0.46,0.5,0.35,0.76,0.48,11,12,12,10,29,14,11,29,0,1,2,2,-7,-11,-7,False
NY,WAS,50,77,34,93,-0.5,4,6,2,8,-0.0606,-0.3438,18,8,21,5,0.51,0.34,0.77,0.46,0.49,0.36,0.76,0.46,11,11,14,10,32,13,12,30,0,1,1,2,4,2,10,True
POR,DAL,81,49,80,48,0.5,7,3,5,5,0.5152,0.4839,15,26,11,30,0.5,0.37,0.78,0.47,0.49,0.36,0.79,0.46,12,10,13,10,27,12,11,31,-1,0,1,2,2,7,-2,False
DEN,SA,84,43,81,46,-0.5,8,3,6,3,0.6562,0.3623,7,18,11,18,0.49,0.37,0.77,0.46,0.49,0.38,0.74,0.47,14,10,15,11,29,12,9,31,1,1,2,2,6,19,-14,False
GS,OKC,42,85,48,80,0.2,3,9,5,14,-0.0476,-0.125,22,11,17,13,0.5,0.37,0.78,0.48,0.49,0.35,0.76,0.46,14,11,16,12,31,15,11,31,0,2,2,1,-6,-12,8,True
IND,TOR,52,76,58,71,0.0,5,8,6,7,0.1111,0.0794,19,17,7,4,0.49,0.37,0.78,0.46,0.5,0.36,0.8,0.47,13,11,14,10,32,13,10,31,1,2,2,3,-14,-13,15,True
LAC,CLE,39,89,103,27,1.0,4,12,13,3,-0.2188,0.8387,17,9,4,18,0.49,0.36,0.74,0.46,0.5,0.36,0.76,0.46,12,11,14,11,29,13,10,30,1,2,3,3,19,9,25,True
LAL,BOS,101,28,91,35,-1.0,11,2,19,4,0.7612,0.5738,3,16,8,15,0.5,0.35,0.75,0.47,0.49,0.35,0.76,0.46,11,12,14,11,30,14,10,29,0,-1,0,1,-9,-9,-1,False
NY,MIN,50,78,34,96,-0.3333,4,6,5,15,-0.0606,-0.4462,18,8,19,10,0.51,0.34,0.77,0.46,0.49,0.34,0.76,0.46,11,11,14,10,32,13,11,30,0,0,-1,0,6,13,21,True
ORL,DET,90,39,54,73,0.6,7,4,7,13,0.5873,-0.0154,6,23,11,7,0.49,0.37,0.74,0.45,0.48,0.33,0.75,0.46,12,11,13,9,31,12,11,29,0,1,1,1,5,14,-5,False
