DATE,AWAY_NAME,HOME_NAME,AWAY_2PA,AWAY_2PM,AWAY_3PA,AWAY_3PM,AWAY_FTA,AWAY_FTM,AWAY_TO,AWAY_ORB,AWAY_DRB,HOME_2PA,HOME_2PM,HOME_3PA,HOME_3PM,HOME_FTA,HOME_FTM,HOME_TO,HOME_ORB,HOME_DRB,AWAY_PTS_Q1,HOME_PTS_Q1,AWAY_PTS_Q2,HOME_PTS_Q2,AWAY_PTS_Q3,HOME_PTS_Q3,AWAY_PTS_Q4,HOME_PTS_Q4,AWAY_PTS_FINAL,HOME_PTS_FINAL,HOME_WIN
2009-01-05,TOR,MIL,58,33,14,6,19,13,16,5,27,53,27,26,11,24,20,11,10,27,27,19,48,45,71,74,97,107,97,107,True
2009-01-06,BOS,CHA,65,33,23,6,30,22,18,17,27,63,31,16,7,34,31,17,8,31,23,28,47,53,72,72,97,97,106,114,True
2009-01-06,HOU,PHI,61,29,19,5,32,23,15,17,24,64,38,9,3,35,19,15,13,28,27,24,55,53,71,79,96,104,96,104,True
2009-01-06,LAC,DAL,57,25,17,7,40,31,18,15,32,59,33,28,8,19,17,9,8,29,24,37,54,64,84,87,102,107,102,107,True
2009-01-06,MIN,MEM,52,27,22,8,20,16,19,12,26,64,30,13,2,25,21,16,13,24,31,23,45,39,72,68,94,87,94,87,False
2009-01-06,NO,LAL,63,34,14,5,37,33,12,7,37,52,20,34,16,22,17,12,12,27,32,26,61,56,89,92,116,105,116,105,False
2009-01-06,NY,OKC,54,24,34,11,19,18,15,10,25,58,34,16,5,31,24,19,9,37,23,35,50,63,79,91,99,107,99,107,True
2009-01-06,SAC,CHI,58,33,13,3,24,19,20,5,30,72,30,11,2,36,33,16,17,25,23,22,42,49,67,75,94,99,94,99,True
2009-01-06,WAS,ORL,75,31,11,3,12,9,15,8,31,49,21,26,10,20,17,15,9,40,24,30,30,46,63,70,80,89,80,89,True
2009-01-07,CHA,CLE,59,26,15,3,24,20,16,9,24,61,38,14,7,19,14,17,9,32,12,29,42,60,56,84,81,111,81,111,True
2009-01-07,DET,POR,65,34,7,2,16,9,14,11,29,58,26,8,6,22,14,9,5,23,26,20,49,42,68,65,83,84,83,84,True
2009-01-07,HOU,BOS,53,26,19,9,15,10,14,8,28,55,24,15,6,23,19,11,9,23,22,31,52,49,71,74,89,85,89,85,False
2009-01-07,IND,PHO,63,36,30,10,15,11,16,7,33,67,30,20,7,39,29,19,18,32,28,21,61,57,95,86,113,110,113,110,False
2009-01-07,LAL,GS,72,36,19,5,29,27,16,15,36,77,40,16,5,17,11,17,10,33,28,20,56,51,77,80,114,106,114,106,False
2009-01-07,MEM,NJ,59,31,15,4,22,15,18,8,25,52,32,16,5,23,21,18,3,34,18,32,42,55,71,81,89,100,89,100,True
2009-01-07,MIA,DEN,63,32,16,6,16,15,15,5,29,49,24,21,10,40,30,16,9,32,21,27,48,59,72,83,97,108,97,108,True
2009-01-07,NO,UTA,50,24,23,8,21,18,11,2,24,66,35,11,5,44,31,11,15,40,33,29,46,58,64,84,90,116,90,116,True
2009-01-07,OKC,MIN,77,32,11,3,16,14,16,7,31,64,36,28,12,31,21,13,18,39,24,42,43,72,66,98,87,129,87,129,True
2009-01-07,ORL,ATL,54,28,18,8,36,26,18,8,35,63,32,21,8,25,14,13,9,30,29,24,60,45,86,70,106,102,106,102,False
2009-01-07,PHI,MIL,53,27,15,8,39,32,16,9,26,66,33,19,7,23,18,14,14,23,30,25,55,59,79,85,110,105,110,105,False
2009-01-07,TOR,WAS,53,29,15,8,20,17,20,7,32,66,34,18,5,18,10,12,10,18,27,16,50,38,73,60,99,93,99,93,False
2009-01-08,LAC,SA,66,29,13,6,12,8,15,11,23,57,33,29,11,8,7,11,8,31,22,16,44,43,69,75,84,106,84,106,True
2009-01-08,NY,DAL,58,27,31,10,13,10,19,12,32,54,28,27,10,19,13,17,11,32,29,27,59,54,78,80,94,99,94,99,True
2009-01-09,ATL,ORL,60,20,20,8,33,23,10,10,28,54,24,28,16,32,25,11,14,40,18,41,33,71,60,103,87,121,87,121,True
2009-01-09,BOS,CLE,61,28,19,5,17,12,16,15,27,49,25,16,8,33,24,12,4,26,23,33,40,49,60,72,83,98,83,98,True
2009-01-09,CHA,PHI,56,30,16,5,18,12,17,13,24,69,34,8,3,20,16,13,15,23,27,24,45,43,65,74,87,93,87,93,True
2009-01-09,DAL,PHO,65,28,20,9,20,17,11,15,17,73,47,10,5,22,19,11,11,32,31,29,58,64,77,104,100,128,100,128,True
2009-01-09,DET,DEN,53,27,20,4,40,27,10,14,32,59,28,13,2,34,28,10,7,31,17,25,38,48,61,67,93,90,93,90,False
2009-01-09,HOU,OKC,54,29,20,5,31,25,16,5,26,73,35,8,4,16,14,22,12,32,24,24,53,40,77,72,98,96,98,96,False
2009-01-09,IND,LAL,53,30,31,11,30,26,13,11,23,62,39,16,5,37,28,13,8,26,36,41,66,68,84,96,119,121,119,121,True
2009-01-09,LAC,NO,50,26,20,7,12,7,18,6,29,57,29,21,11,22,16,8,9,29,23,32,49,62,67,87,80,107,80,107,True
2009-01-09,MEM,TOR,63,28,10,3,25,17,15,8,25,62,36,10,4,24,19,13,7,31,19,23,44,47,61,72,82,103,82,103,True
2009-01-09,MIA,SAC,71,33,18,7,43,32,15,13,36,67,29,22,8,41,33,20,10,36,25,30,58,62,74,82,104,104,119,115,False
2009-01-09,NJ,MIL,42,22,30,16,15,10,18,9,26,56,29,23,10,21,16,11,13,23,28,28,49,61,75,79,102,104,102,104,True
2009-01-09,WAS,CHI,63,31,13,4,16,12,14,7,30,59,29,19,9,15,13,14,9,32,16,30,34,52,57,71,86,98,86,98,True
2009-01-10,CHA,WAS,49,26,20,9,16,13,15,8,20,62,33,3,1,28,20,16,9,23,23,31,45,49,69,70,92,89,92,89,False
2009-01-10,DET,UTA,67,26,11,2,30,24,9,13,24,60,33,11,5,24,18,10,5,32,21,32,47,57,64,79,82,99,82,99,True
2009-01-10,GS,POR,59,32,16,6,22,18,17,9,23,68,36,17,5,31,26,12,17,22,25,16,49,55,70,83,100,113,100,113,True
2009-01-10,MIL,MIN,61,34,15,6,22,18,12,6,30,57,22,22,13,30,23,14,11,27,28,19,60,51,83,78,104,106,104,106,True
2009-01-10,NY,HOU,53,21,29,8,13,10,11,6,32,57,27,28,9,18,15,13,13,47,24,26,45,46,59,77,76,96,76,96,True
2009-01-10,OKC,CHI,88,39,10,1,34,28,19,22,37,78,35,14,5,18,13,16,11,26,31,29,54,51,76,74,94,94,109,98,False
2009-01-11,BOS,TOR,58,22,20,10,26,20,14,10,33,57,22,17,6,31,26,14,11,33,32,20,54,41,75,55,94,88,94,88,False
2009-01-11,DAL,SAC,66,36,20,3,15,14,14,11,29,65,33,16,8,17,12,15,6,34,27,29,55,49,78,77,95,102,95,102,True
2009-01-11,IND,GS,71,33,22,8,32,27,11,11,32,58,29,23,10,39,32,15,10,36,32,23,61,55,85,86,117,120,117,120,True
2009-01-11,MIA,LAL,70,34,23,9,14,10,10,9,29,66,28,17,9,31,25,17,17,36,21,26,51,50,73,77,105,108,105,108,True
2009-01-11,ORL,SA,52,22,22,14,22,19,13,6,27,64,36,13,3,17,17,11,6,32,34,28,55,50,74,72,105,98,105,98,False
2009-01-11,PHI,ATL,60,32,15,9,21,18,21,11,28,48,25,22,8,27,20,16,5,19,30,30,59,52,83,78,109,94,109,94,False
2009-01-11,PHO,LAC,65,33,21,6,28,25,15,13,28,67,31,19,6,28,23,18,12,30,31,25,59,53,86,73,109,103,109,103,False
2009-01-12,IND,UTA,62,29,22,13,19,16,19,9,31,67,31,18,8,37,34,8,9,31,32,36,63,70,87,96,113,120,113,120,True
2009-01-12,MIL,WAS,62,33,18,5,18,16,13,13,23,67,29,13,6,17,15,13,17,25,25,19,41,52,69,74,97,91,97,91,False
2009-01-12,NY,NO,64,31,25,8,22,15,8,13,32,63,26,23,7,24,22,11,19,33,23,23,47,40,69,63,101,95,101,95,False
2009-01-12,OKC,NJ,72,33,10,3,29,24,23,11,37,72,33,26,6,22,19,14,18,31,25,25,51,44,65,67,88,88,99,103,True
2009-01-12,POR,CHI,50,23,23,11,34,30,17,11,31,63,31,13,2,34,27,14,12,26,21,28,49,45,77,66,109,95,109,95,False
2009-01-12,TOR,BOS,60,30,22,9,26,22,11,6,31,64,32,24,10,26,21,12,13,33,23,19,54,45,78,74,93,93,109,115,True
2009-01-13,ATL,PHO,74,33,15,4,32,24,8,18,27,53,27,21,11,25,20,16,7,36,16,31,46,50,75,81,102,107,102,107,True
2009-01-13,CHA,DET,69,30,6,2,19,14,11,10,34,59,26,15,5,16,11,13,8,33,25,27,41,48,62,68,80,78,80,78,False
2009-01-13,CLE,MEM,47,24,21,12,28,18,14,5,34,61,28,8,1,38,28,12,8,29,26,20,47,44,76,66,102,87,102,87,False
2009-01-13,DAL,DEN,62,28,23,7,24,20,17,14,33,63,29,15,4,38,29,17,12,32,26,33,47,60,72,78,97,99,97,99,True
2009-01-13,LAL,HOU,70,36,11,5,24,18,7,9,25,69,38,14,6,8,6,12,9,30,25,26,54,54,78,82,105,100,105,100,False
2009-01-13,MIA,MIN,60,30,12,3,38,30,13,12,28,55,27,27,11,13,9,16,13,28,20,21,46,52,73,76,99,96,99,96,False
2009-01-13,ORL,SAC,44,26,37,23,23,18,14,5,34,64,29,18,8,31,25,12,9,23,41,29,75,56,107,85,139,107,139,107,False
2009-01-14,ATL,LAC,56,29,17,7,24,18,9,6,29,59,28,14,3,21,15,18,12,34,15,12,43,31,66,58,97,80,97,80,False
2009-01-14,CHI,TOR,57,31,25,9,15,13,13,12,29,61,30,13,5,26,23,10,5,26,27,18,47,48,68,71,102,98,102,98,False
2009-01-14,DET,IND,75,34,25,9,19,11,9,11,37,72,30,16,8,34,26,10,10,40,29,31,48,53,74,74,93,93,106,110,True
2009-01-14,LAL,SA,67,38,16,9,11,8,11,8,24,57,34,20,10,21,14,12,7,24,29,30,61,63,87,95,111,112,111,112,True
2009-01-14,MIA,MIL,64,30,15,8,24,18,13,13,21,73,40,14,3,14,10,11,16,23,28,24,55,55,80,73,102,99,102,99,False
2009-01-14,NJ,BOS,57,21,10,5,37,29,20,11,21,56,32,22,12,22,18,17,10,35,23,30,41,51,60,88,86,118,86,118,True
2009-01-14,NO,DAL,69,36,16,6,17,14,7,9,26,51,28,23,9,14,14,14,6,32,26,30,51,56,79,79,104,97,104,97,False
2009-01-14,POR,PHI,58,25,13,3,26,20,19,15,25,53,24,23,11,21,19,9,10,23,15,31,33,55,59,69,79,100,79,100,True
2009-01-14,SAC,GS,85,35,25,10,36,35,16,20,45,100,45,15,6,41,25,11,21,39,31,20,57,48,85,77,105,105,135,133,False
2009-01-14,UTA,OKC,69,31,14,4,27,19,9,7,19,65,36,6,3,38,33,19,9,39,22,27,48,50,71,86,93,114,93,114,True
2009-01-14,WAS,NY,63,36,14,10,23,20,14,12,17,54,29,26,14,32,28,11,19,14,30,36,66,67,87,94,122,128,122,128,True
2009-01-15,CLE,CHI,53,23,26,10,25,17,16,8,36,72,31,13,7,26,19,14,10,33,28,20,48,46,71,71,87,87,93,102,True
2009-01-15,PHO,DEN,61,32,27,7,31,28,23,11,36,70,35,24,6,43,31,17,15,33,35,26,62,56,82,82,103,103,113,119,True
2009-01-15,POR,NJ,63,32,14,5,33,26,8,12,33,53,30,23,9,17,12,10,6,28,27,29,46,50,68,71,105,99,105,99,False
2009-01-16,ATL,GS,62,32,29,9,31,23,10,12,27,65,32,16,9,34,28,13,10,37,20,23,51,56,81,85,114,119,114,119,True
2009-01-16,DET,OKC,72,35,8,2,8,3,11,5,30,73,31,9,4,20,15,14,14,38,18,21,46,49,67,71,79,89,79,89,True
2009-01-16,MIL,SAC,73,35,17,10,33,29,11,14,22,44,26,24,9,51,43,20,8,26,37,18,67,47,98,83,129,122,129,122,False
2009-01-16,MIN,PHO,74,35,23,7,19,14,9,19,31,70,40,14,2,21,17,14,9,34,27,23,49,53,73,79,105,103,105,103,False
2009-01-16,NO,CLE,49,20,18,5,28,23,13,9,31,53,22,22,10,22,18,9,8,34,17,28,36,51,58,68,78,92,78,92,True
2009-01-16,NY,WAS,48,20,38,12,17,13,16,15,34,71,30,12,7,18,15,13,10,32,25,31,37,49,72,70,89,96,89,96,True
2009-01-16,ORL,LAL,55,25,28,12,34,23,16,15,39,67,28,26,9,27,20,11,12,28,20,23,44,52,74,75,109,103,109,103,False
2009-01-16,SA,PHI,64,24,21,7,20,18,13,14,26,72,35,14,8,19,15,14,12,39,18,28,47,54,70,85,87,109,87,109,True
2009-01-16,TOR,IND,61,27,22,7,38,29,20,12,37,57,29,27,9,32,26,10,5,33,20,20,42,56,65,89,104,111,104,111,True
2009-01-16,UTA,MEM,52,30,19,7,27,20,16,7,26,63,29,12,3,29,24,17,13,22,26,21,54,43,80,69,101,91,101,91,False
2009-01-17,BOS,NJ,45,26,24,10,25,23,19,5,32,57,24,17,6,28,19,16,10,26,29,15,68,39,83,63,105,85,105,85,False
2009-01-17,MIA,HOU,72,29,18,7,13,7,8,11,23,54,36,15,3,17,12,18,7,36,21,25,36,45,64,69,86,93,86,93,True
2009-01-17,MIL,LAC,58,22,22,9,27,21,11,11,19,66,38,11,4,19,13,18,13,35,30,32,53,52,76,77,92,101,92,101,True
2009-01-17,NO,DET,58,33,14,2,20,19,6,8,29,66,30,19,6,13,7,7,17,28,18,20,39,37,67,68,91,85,91,85,False
2009-01-17,ORL,DEN,54,26,26,11,30,21,11,7,34,69,26,16,5,30,21,17,16,31,26,23,47,48,79,70,106,88,106,88,False
2009-01-17,PHI,NY,70,37,15,6,27,15,13,13,30,53,25,23,10,19,17,20,8,28,26,25,52,50,76,66,107,97,107,97,False
2009-01-17,POR,CHA,69,33,17,5,31,16,11,11,32,70,34,13,4,31,22,12,12,40,18,24,45,50,67,67,90,90,97,102,True
2009-01-17,SA,CHI,62,28,23,7,19,15,9,10,35,75,35,10,3,10,8,12,9,35,28,17,43,43,65,59,92,87,92,87,False
2009-01-17,UTA,DAL,58,31,18,8,24,22,15,6,24,67,37,18,6,26,23,14,15,27,23,17,51,55,81,83,108,115,108,115,True
2009-01-18,MIA,OKC,64,30,21,11,14,11,12,6,27,59,30,13,4,30,22,18,7,32,31,27,57,50,84,73,104,94,104,94,False
2009-01-18,PHO,TOR,61,38,18,5,30,26,13,12,24,67,37,15,7,20,18,15,13,22,36,34,71,63,95,87,117,113,117,113,False
2009-01-19,CHI,NY,77,36,17,4,17,14,17,18,40,60,27,23,9,28,21,11,7,34,20,22,54,57,77,78,98,102,98,102,True
2009-01-19,CLE,LAL,57,26,23,8,19,12,13,15,26,60,34,24,10,15,7,15,17,28,24,26,50,49,66,75,88,105,88,105,True
2009-01-19,DAL,PHI,56,27,20,8,20,17,16,6,33,60,26,22,9,21,14,16,15,31,16,22,42,46,74,63,95,93,95,93,False
2009-01-19,DEN,HOU,60,33,17,9,27,20,20,11,31,65,37,25,9,20,14,12,10,25,36,36,68,65,87,90,113,115,113,115,True
2009-01-19,DET,MEM,64,35,11,1,22,14,10,9,33,70,30,8,2,17,13,13,14,32,20,17,43,39,67,69,87,79,87,79,False
2009-01-19,IND,NO,67,29,19,8,22,18,13,10,30,45,20,26,12,34,27,15,5,30,28,26,55,56,65,74,100,103,100,103,True
2009-01-19,MIL,POR,60,27,19,6,18,13,13,8,22,64,33,16,4,34,24,17,19,39,19,22,40,45,64,71,85,102,85,102,True
2009-01-19,MIN,LAC,75,35,18,4,15,12,8,17,29,62,28,20,6,17,12,16,18,24,26,16,47,36,71,64,94,86,94,86,False
2009-01-19,PHO,BOS,61,30,11,4,21,15,23,5,34,79,40,15,5,14,9,13,11,31,15,30,34,64,58,89,87,104,87,104,True
2009-01-19,SA,CHA,50,24,21,5,34,23,8,10,29,66,24,14,5,28,21,9,14,32,29,21,46,41,63,68,86,84,86,84,False
2009-01-19,TOR,ATL,66,33,18,2,15,12,14,12,37,53,26,26,7,20,14,13,6,34,24,23,51,42,64,62,84,87,84,87,True
2009-01-19,WAS,GS,72,35,18,5,19,13,13,14,24,62,31,21,13,22,18,13,14,27,23,28,48,60,79,86,98,119,98,119,True
2009-01-20,ATL,CHI,60,28,25,9,28,22,11,12,22,67,36,16,4,25,18,18,20,28,22,22,50,53,77,77,105,102,105,102,False
2009-01-20,IND,SA,65,23,16,7,16,14,14,4,32,70,31,15,6,25,19,14,16,41,17,22,40,53,57,81,81,99,81,99,True
2009-01-20,MIN,UTA,66,36,20,8,16,11,18,12,28,73,35,15,5,29,27,13,14,26,25,32,49,58,80,83,107,112,107,112,True
2009-01-20,SAC,DEN,60,24,22,11,22,18,19,7,26,57,37,14,3,46,35,17,7,34,31,23,47,57,75,94,99,118,99,118,True
2009-01-21,BOS,MIA,47,22,25,15,13,9,21,11,37,55,25,25,7,16,12,11,6,24,29,10,57,34,78,64,98,83,98,83,False
2009-01-21,CLE,POR,59,30,19,11,15,11,14,8,31,59,26,22,7,33,25,8,13,22,28,25,53,45,74,69,104,98,104,98,False
2009-01-21,DAL,MIL,71,25,11,5,39,34,7,9,24,57,35,26,13,29,24,9,10,36,30,22,58,64,85,101,99,133,99,133,True
2009-01-21,LAL,LAC,65,38,21,5,23,17,13,17,29,64,32,14,6,17,15,11,8,18,25,27,58,55,88,73,108,97,108,97,False
2009-01-21,MEM,CHA,51,26,10,3,35,25,21,5,23,60,31,16,7,23,18,20,12,32,15,21,41,46,64,70,86,101,86,101,True
2009-01-21,NJ,NO,59,28,19,9,18,9,14,9,28,57,31,22,9,19,13,13,9,33,28,22,46,47,62,75,92,102,92,102,True
2009-01-21,OKC,GS,72,34,13,8,33,30,15,14,25,63,34,12,5,40,38,14,7,25,37,34,72,68,89,95,122,121,122,121,False
2009-01-21,PHO,NY,72,36,15,5,36,22,16,9,35,62,32,27,9,28,23,16,10,38,30,26,58,54,79,84,109,114,109,114,True
2009-01-21,TOR,DET,61,27,12,4,17,10,12,8,20,67,37,12,3,15,12,10,12,28,22,17,43,46,62,76,76,95,76,95,True
2009-01-21,UTA,HOU,66,31,19,6,28,19,8,13,24,52,24,24,11,28,27,14,9,34,19,31,42,55,73,80,99,108,99,108,True
2009-01-21,WAS,SAC,69,41,14,2,27,22,13,12,35,55,23,25,12,30,25,11,9,22,31,21,54,44,89,70,110,107,110,107,False
2009-01-22,BOS,ORL,69,35,6,0,25,20,11,14,26,46,19,22,7,29,21,14,12,24,24,19,44,36,65,54,90,80,90,80,False
2009-01-22,WAS,LAL,68,32,15,5,20,18,15,14,22,65,37,19,8,23,19,13,13,28,24,31,47,72,68,97,97,117,97,117,True
2009-01-23,CLE,GS,65,26,20,10,34,24,11,12,36,65,29,15,6,36,29,14,9,34,28,26,55,54,84,81,106,105,106,105,False
2009-01-23,DAL,DET,68,39,14,6,21,16,10,9,26,70,30,3,1,29,28,14,10,23,31,25,63,51,90,72,112,91,112,91,False
2009-01-23,HOU,IND,66,31,20,6,29,22,20,11,40,58,25,26,8,38,33,12,9,32,24,21,40,50,65,72,102,107,102,107,True
2009-01-23,MEM,NY,61,23,16,7,29,21,18,15,25,44,29,32,9,27,23,14,11,29,30,27,45,56,62,72,88,108,88,108,True
2009-01-23,MIL,ATL,57,20,22,10,23,17,17,10,27,61,35,16,8,30,23,16,6,38,19,27,47,58,67,86,87,117,87,117,True
2009-01-23,NJ,SA,65,28,15,6,18,17,5,9,27,57,29,18,6,19,18,14,11,34,24,26,50,44,66,72,91,94,91,94,True
2009-01-23,NO,MIN,57,29,22,13,13,11,9,7,19,57,30,21,10,34,26,10,14,28,30,25,56,51,81,79,108,116,108,116,True
2009-01-23,OKC,LAC,60,25,15,7,39,33,18,17,31,60,27,19,11,24,20,7,8,23,29,25,53,50,72,77,104,107,104,107,True
2009-01-23,PHO,CHA,61,21,14,6,26,16,24,16,28,63,33,15,7,15,11,19,9,32,13,21,37,59,55,81,76,98,76,98,True
2009-01-23,TOR,CHI,65,37,11,6,27,22,11,7,25,50,24,19,8,31,22,23,11,28,28,25,54,54,83,74,114,94,114,94,False
2009-01-24,CLE,UTA,52,30,27,10,20,12,11,9,30,70,37,14,3,21,14,10,14,29,33,23,47,49,81,73,102,97,102,97,False
2009-01-24,NJ,MEM,54,29,29,9,18,14,7,9,33,56,24,14,6,30,22,11,9,32,25,17,47,40,72,70,99,88,99,88,False
2009-01-24,NY,PHI,48,24,32,15,22,17,15,10,23,63,36,15,6,32,26,12,12,29,30,36,66,63,81,86,110,116,110,116,True
2009-01-24,ORL,MIA,44,24,25,9,28,22,14,5,36,64,32,14,5,32,24,4,6,30,29,32,52,56,68,83,97,103,97,103,True
2009-01-24,SAC,MIL,57,28,20,7,30,27,13,10,25,75,37,12,3,32,23,12,18,31,36,33,63,62,82,84,104,106,104,106,True
2009-01-24,WAS,POR,51,22,16,10,17,13,27,8,30,63,28,17,7,31,23,10,15,25,17,22,31,39,55,73,87,100,87,100,True
2009-01-25,CHA,IND,55,27,23,7,30,18,13,10,27,66,32,20,5,23,19,16,19,33,25,26,44,54,70,77,93,98,93,98,True
2009-01-25,CHI,MIN,74,37,14,5,26,19,15,13,30,74,36,18,5,28,22,17,15,31,30,19,55,49,82,77,97,97,108,109,True
2009-01-25,DAL,BOS,56,26,20,6,36,30,15,12,28,66,34,27,16,12,8,8,9,28,23,38,47,74,78,103,100,124,100,124,True
2009-01-25,HOU,DET,49,27,25,12,24,18,8,10,25,65,38,13,6,20,11,5,10,25,39,27,61,57,89,81,108,105,108,105,False
2009-01-25,LAC,GS,69,25,18,8,27,18,18,15,32,67,33,17,8,23,17,17,11,38,18,28,44,55,64,84,92,107,92,107,True
2009-01-25,PHO,ATL,55,31,10,5,32,27,21,3,37,62,30,22,5,30,24,13,12,28,27,26,55,57,83,80,104,99,104,99,False
2009-01-25,SA,LAL,65,28,23,5,16,14,14,10,30,52,25,17,7,32,28,18,6,37,23,22,45,51,66,79,85,99,85,99,True
2009-01-25,SAC,TOR,58,25,25,11,17,14,13,10,22,68,35,10,6,29,25,13,10,33,28,26,53,56,74,87,97,113,97,113,True
2009-01-25,UTA,DEN,71,31,13,3,41,26,20,21,27,68,34,24,8,37,25,12,17,30,26,35,51,60,77,91,97,117,97,117,True
2009-01-26,ATL,MIA,52,23,16,3,34,24,20,13,29,55,28,21,7,22,18,17,10,32,14,17,27,46,51,64,79,95,79,95,True
2009-01-26,HOU,NY,57,25,33,10,20,18,10,11,36,57,31,21,6,29,24,12,6,40,23,29,58,55,80,74,98,104,98,104,True
2009-01-26,MIN,MIL,48,22,27,8,25,22,20,7,35,71,33,14,1,19,14,14,13,30,20,21,47,43,74,60,90,83,90,83,False
2009-01-26,NJ,OKC,68,30,17,4,18,13,16,14,31,62,26,11,4,38,30,19,15,37,23,24,40,51,54,82,85,94,85,94,True
2009-01-26,PHI,NO,53,34,14,2,20,12,22,10,27,44,20,31,14,21,19,18,12,20,23,20,47,40,63,69,86,101,86,101,True
2009-01-26,PHO,WAS,67,34,17,6,19,17,17,12,41,70,28,11,4,24,19,13,8,30,22,24,51,51,75,73,103,87,103,87,False
2009-01-26,POR,LAC,51,32,18,8,37,25,11,12,25,47,22,20,8,26,20,17,10,21,21,22,49,48,77,73,113,88,113,88,False
2009-01-27,CHA,LAL,70,36,26,9,27,18,15,11,42,77,36,22,7,23,17,12,11,31,23,16,49,48,76,70,93,93,117,110,False
2009-01-27,DEN,MEM,49,23,23,9,34,27,27,12,33,71,26,9,4,30,21,26,12,27,24,25,54,45,75,68,100,85,100,85,False
2009-01-27,IND,ORL,63,35,24,9,17,14,15,4,25,49,30,33,15,37,30,16,10,40,18,36,50,68,87,102,111,135,111,135,True
2009-01-27,SA,UTA,52,26,20,11,32,21,13,7,28,62,32,17,6,25,18,13,11,35,25,28,50,49,80,80,106,100,106,100,False
2009-01-27,SAC,CLE,49,25,25,12,26,24,11,5,20,52,26,26,11,40,32,15,17,32,27,26,56,60,82,88,110,117,110,117,True
2009-01-28,ATL,NY,68,36,17,5,32,17,9,7,30,66,37,22,7,23,17,17,13,38,26,25,55,47,74,82,104,112,104,112,True
2009-01-28,CHA,POR,61,25,9,4,17,12,16,7,19,58,31,15,2,27,20,19,17,28,18,32,40,56,58,74,74,88,74,88,True
2009-01-28,CHI,LAC,71,36,7,1,25,20,18,15,37,55,21,20,6,21,15,15,8,25,24,19,47,44,73,53,95,75,95,75,False
2009-01-28,DEN,NO,52,29,22,4,16,11,19,7,29,52,27,18,7,25,19,15,6,29,20,19,44,46,65,68,81,94,81,94,True
2009-01-28,DET,MIN,66,33,8,3,30,23,7,8,29,65,35,12,2,16,13,12,8,30,22,24,50,52,71,72,98,89,98,89,False
2009-01-28,GS,DAL,77,28,11,6,21,19,14,8,30,75,36,14,8,26,21,16,14,39,25,31,47,69,70,92,93,117,93,117,True
2009-01-28,MEM,OKC,64,29,21,8,25,20,14,7,31,73,36,13,8,29,18,15,12,35,37,24,57,56,71,81,100,100,102,114,True
2009-01-28,MIL,IND,56,29,13,3,38,32,21,4,27,64,36,15,5,31,20,23,10,32,22,38,51,63,78,82,99,107,99,107,True
2009-01-28,PHI,HOU,69,36,12,1,21,20,18,13,35,70,29,20,8,16,11,15,14,26,27,26,45,51,71,76,95,93,95,93,False
2009-01-28,SAC,BOS,56,25,19,8,30,26,14,9,24,67,35,13,9,27,22,11,11,29,30,28,49,68,78,92,100,119,100,119,True
2009-01-28,TOR,NJ,48,28,22,11,24,18,14,5,30,48,22,32,15,22,17,11,6,26,21,27,50,54,84,77,107,106,107,106,False
2009-01-28,WAS,MIA,68,28,13,2,13,9,18,10,32,50,22,32,10,22,19,9,10,39,23,18,39,41,56,70,71,93,71,93,True
2009-01-29,CLE,ORL,68,27,14,7,20,13,7,8,31,49,25,31,11,18,16,11,11,37,32,25,56,55,72,79,88,99,88,99,True
2009-01-29,SA,PHO,57,29,19,6,44,38,6,10,35,74,36,7,4,25,20,8,6,31,32,31,57,57,89,84,114,104,114,104,False
2009-01-30,BOS,DET,58,27,10,4,25,20,16,11,33,66,29,8,1,23,17,12,11,25,23,16,43,41,62,56,86,78,86,78,False
2009-01-30,CHA,DEN,57,26,20,9,27,20,18,11,19,60,36,13,4,35,26,17,11,28,19,24,42,57,71,86,99,110,99,110,True
2009-01-30,CHI,SAC,70,41,11,4,27,15,12,11,26,60,24,16,4,33,28,22,15,29,34,22,54,43,83,63,109,88,109,88,False
2009-01-30,GS,NO,66,30,17,4,22,19,15,10,37,57,23,21,5,33,26,14,12,36,19,27,47,44,65,65,91,87,91,87,False
2009-01-30,LAC,CLE,59,24,28,11,15,14,9,8,27,59,28,26,14,15,14,11,11,34,26,26,54,54,73,83,95,112,95,112,True
2009-01-30,LAL,MIN,68,38,27,10,33,26,13,19,34,81,37,15,4,37,33,9,16,27,33,31,64,60,100,85,132,119,132,119,False
2009-01-30,MIA,IND,52,29,29,10,21,15,13,8,31,56,22,31,15,29,25,11,13,34,26,29,49,66,73,93,103,114,103,114,True
2009-01-30,MIL,TOR,55,28,20,7,20,19,17,9,30,64,30,12,3,18,16,16,8,28,24,30,49,47,70,59,96,85,96,85,False
2009-01-30,NJ,ATL,55,23,20,7,31,21,17,14,25,48,29,22,7,31,26,15,7,30,28,25,53,55,71,80,88,105,88,105,True
2009-01-30,OKC,UTA,60,32,11,2,25,20,25,14,29,69,37,17,7,23,15,12,12,22,26,28,51,64,75,95,90,110,90,110,True
2009-01-30,WAS,PHI,67,33,13,2,28,22,12,13,26,54,33,23,9,20,11,13,8,28,17,32,39,46,70,74,94,104,94,104,True
2009-01-31,ATL,MIL,60,26,24,11,27,22,12,14,27,60,31,13,7,30,27,15,7,30,22,29,48,53,74,87,107,110,107,110,True
