DATE,AWAY_NAME,HOME_NAME,AWAY_2PA,AWAY_2PM,AWAY_3PA,AWAY_3PM,AWAY_FTA,AWAY_FTM,AWAY_TO,AWAY_ORB,AWAY_DRB,HOME_2PA,HOME_2PM,HOME_3PA,HOME_3PM,HOME_FTA,HOME_FTM,HOME_TO,HOME_ORB,HOME_DRB,AWAY_PTS_Q1,HOME_PTS_Q1,AWAY_PTS_Q2,HOME_PTS_Q2,AWAY_PTS_Q3,HOME_PTS_Q3,AWAY_PTS_Q4,HOME_PTS_Q4,AWAY_PTS_FINAL,HOME_PTS_FINAL,HOME_WIN
2009-10-28,HOU,GS,60,28,26,12,20,16,18,13,28,78,40,11,4,23,15,16,13,28,26,28,52,62,87,81,108,107,108,107,False
2009-10-28,IND,ATL,55,29,18,10,25,21,25,6,34,75,39,12,7,29,21,11,8,27,32,29,65,66,94,95,109,120,109,120,True
2009-10-28,NJ,MIN,73,34,8,0,29,25,22,14,38,86,33,7,1,35,26,10,18,32,25,21,55,43,78,64,93,95,93,95,True
2009-10-28,NO,SA,68,34,10,5,22,13,11,5,28,62,36,24,9,20,14,10,11,31,13,19,39,57,68,88,96,113,96,113,True
2009-10-28,NY,MIA,48,23,39,10,21,17,13,12,27,68,40,15,7,17,14,16,7,36,23,27,47,56,62,90,93,115,93,115,True
2009-10-28,PHI,ORL,60,32,18,7,30,21,13,8,26,52,29,29,16,17,14,17,8,29,27,29,47,70,69,100,106,120,106,120,True
2009-10-28,PHO,LAC,65,34,15,7,27,20,14,10,26,64,37,13,6,27,15,16,7,28,24,31,53,53,77,79,109,107,109,107,False
2009-10-28,SAC,OKC,63,29,16,3,28,22,12,10,27,62,31,14,8,20,16,13,8,33,22,39,51,68,68,89,89,102,89,102,True
2009-10-28,UTA,DEN,71,31,10,6,29,25,16,10,29,76,38,13,5,30,23,13,14,28,30,23,55,54,80,82,105,114,105,114,True
2009-10-29,DEN,POR,50,25,11,3,49,38,8,5,31,62,23,19,5,41,33,7,14,30,24,17,42,43,62,67,97,94,97,94,False
2009-10-29,SA,CHI,57,29,21,4,23,15,13,8,36,68,32,16,3,28,19,9,15,37,23,22,46,47,64,74,85,92,85,92,True
2009-10-30,CHI,BOS,67,32,15,2,27,20,15,16,20,50,31,24,12,24,20,16,10,32,17,21,35,50,61,88,90,118,90,118,True
2009-10-30,CLE,MIN,66,30,18,10,20,14,12,10,33,72,33,14,3,17,12,17,15,32,25,18,57,47,83,68,104,87,104,87,False
2009-10-30,DAL,LAL,62,27,15,5,32,25,18,13,33,58,25,23,7,14,9,19,13,27,24,21,52,45,78,60,94,80,94,80,False
2009-10-30,GS,PHO,72,30,13,6,28,23,22,9,29,62,33,22,12,34,21,23,9,38,24,28,51,62,73,92,101,123,101,123,True
2009-10-30,LAC,UTA,61,28,13,6,34,24,11,3,32,81,43,9,2,25,19,10,12,36,32,34,60,60,84,83,98,111,98,111,True
2009-10-30,MIA,IND,62,29,7,1,46,35,15,13,32,56,25,23,4,26,21,16,12,27,28,16,49,47,79,63,96,83,96,83,False
2009-10-30,MIL,PHI,62,27,23,7,19,11,20,12,32,52,26,18,6,34,29,19,6,39,18,23,47,41,67,76,86,99,86,99,True
2009-10-30,NY,CHA,62,29,36,9,18,15,17,10,40,74,32,18,3,36,29,16,12,43,13,32,37,51,55,69,82,82,100,102,True
2009-10-30,OKC,DET,65,31,11,2,30,23,12,9,36,53,21,17,5,34,26,16,9,34,16,24,38,45,62,61,91,83,91,83,False
2009-10-30,ORL,NJ,54,31,21,6,25,15,14,9,39,66,26,15,5,25,18,7,7,32,29,24,50,44,75,62,95,85,95,85,False
2009-10-30,SAC,NO,72,29,24,7,20,13,12,21,31,57,28,16,5,32,26,11,10,33,27,25,50,50,75,72,92,97,92,97,True
2009-10-30,TOR,MEM,66,32,22,7,28,22,15,15,21,73,39,9,3,35,28,17,18,27,22,23,49,53,79,76,107,115,107,115,True
2009-10-30,WAS,ATL,66,30,13,5,22,14,15,8,32,58,27,20,5,34,31,13,11,36,24,29,44,58,66,75,89,100,89,100,True
2009-10-31,CHA,CLE,55,23,13,6,20,15,19,10,23,46,27,16,9,14,9,19,5,27,21,25,41,45,54,66,79,90,79,90,True
2009-10-31,DAL,LAC,70,32,14,3,23,20,12,9,35,58,26,17,6,18,14,21,8,34,23,27,55,55,80,71,93,84,93,84,False
2009-10-31,DET,MIL,55,27,16,4,25,19,20,11,26,59,24,19,8,33,24,15,16,29,29,20,49,38,63,74,85,96,85,96,True
2009-10-31,NJ,WAS,71,32,9,5,32,25,12,12,20,64,39,14,9,23,18,14,8,28,24,28,51,62,79,99,104,123,104,123,True
2009-10-31,PHI,NY,76,48,8,3,42,36,16,10,39,59,33,41,14,24,19,14,11,20,40,25,70,51,96,81,122,122,141,127,False
2009-10-31,POR,HOU,56,32,18,6,31,25,15,12,25,55,28,24,12,26,19,14,12,20,28,33,54,59,79,83,107,111,107,111,True
2009-10-31,SAC,SA,57,27,17,6,33,22,20,14,23,58,35,16,8,24,19,17,7,29,27,34,45,61,75,95,94,113,94,113,True
2009-11-01,ATL,LAL,66,33,23,7,26,23,20,14,26,72,41,15,5,25,21,16,11,31,25,27,58,64,76,98,110,118,110,118,True
2009-11-01,CHI,MIA,76,34,12,2,17,13,13,13,27,57,31,15,4,25,21,19,8,32,27,24,48,49,70,69,87,95,87,95,True
2009-11-01,MEM,DEN,65,40,18,8,29,19,20,8,31,68,38,17,9,37,30,12,9,22,40,35,66,67,94,103,123,133,123,133,True
2009-11-01,MIN,PHO,86,40,11,5,23,17,12,16,30,56,27,26,14,30,24,18,12,30,34,35,61,67,85,96,112,120,112,120,True
2009-11-01,NO,BOS,53,21,28,13,8,6,16,5,28,61,35,15,6,14,9,16,4,32,20,22,38,47,69,72,87,97,87,97,True
2009-11-01,ORL,TOR,50,19,32,17,41,36,9,14,23,57,30,17,10,35,26,14,9,29,36,28,64,53,99,89,125,116,125,116,False
2009-11-01,POR,OKC,48,20,21,8,25,19,14,10,30,56,21,14,3,32,23,19,14,25,25,15,39,37,60,56,83,74,83,74,False
2009-11-02,HOU,UTA,65,32,19,10,26,19,14,15,31,60,29,11,3,34,29,19,8,30,26,28,54,57,79,76,113,96,113,96,False
2009-11-02,MEM,SAC,90,40,9,5,27,21,21,20,37,68,31,25,14,36,23,13,10,30,33,26,54,56,80,79,110,110,116,127,True
2009-11-02,MIN,LAC,82,35,6,2,16,14,12,14,26,57,28,18,4,32,25,20,15,33,28,30,48,57,70,71,90,93,90,93,True
2009-11-02,NJ,CHA,57,22,10,3,18,15,26,8,25,59,23,15,1,35,30,21,19,32,14,10,41,33,48,53,68,79,68,79,True
2009-11-02,NO,NY,60,32,26,10,19,17,11,7,33,70,36,23,7,28,24,9,12,32,24,31,52,58,81,77,111,117,111,117,True
2009-11-03,ATL,POR,65,32,15,5,22,18,12,11,35,64,30,21,6,16,13,10,10,26,15,25,47,48,72,69,97,91,97,91,False
2009-11-03,BOS,PHI,52,27,20,14,14,9,18,7,32,64,28,16,1,22,15,17,11,23,19,17,44,36,69,54,105,74,105,74,False
2009-11-03,DEN,IND,67,27,15,8,41,33,18,16,40,69,33,22,3,24,18,14,13,31,30,13,55,39,83,71,111,93,111,93,False
2009-11-03,LAL,OKC,62,33,11,5,28,20,26,7,29,65,32,23,6,19,16,21,13,24,32,25,52,51,71,73,90,90,101,98,False
2009-11-03,MIL,CHI,71,32,20,4,10,5,12,10,34,63,24,11,5,31,20,19,14,39,25,13,43,29,60,56,81,83,81,83,True
2009-11-03,ORL,DET,44,19,35,10,16,12,15,10,32,66,27,6,0,38,31,10,9,35,14,19,41,38,60,60,80,85,80,85,True
2009-11-03,PHO,MIA,54,30,23,9,27,17,15,6,37,66,27,24,9,17,15,10,12,30,23,26,44,52,75,81,104,96,104,96,False
2009-11-03,UTA,DAL,71,30,11,4,20,13,14,8,29,68,27,18,7,23,21,17,15,35,20,17,37,35,67,52,85,96,85,96,True
2009-11-03,WAS,CLE,55,23,14,4,41,32,14,12,36,60,25,26,11,27,19,7,13,29,31,17,54,50,73,78,90,102,90,102,True
2009-11-04,ATL,SAC,69,40,16,6,19,15,17,12,35,81,35,15,5,27,20,8,19,24,26,24,56,55,83,87,113,105,113,105,False
2009-11-04,BOS,MIN,64,32,19,5,19,13,10,8,28,64,37,11,2,12,10,18,6,34,22,27,41,49,72,72,92,90,92,90,False
2009-11-04,DAL,NO,59,28,26,11,24,18,17,12,28,72,38,20,8,17,14,15,14,30,17,25,48,50,69,74,97,97,107,114,True
2009-11-04,DEN,NJ,65,34,18,10,31,24,15,9,37,77,33,15,2,28,22,14,17,31,22,23,50,51,94,77,122,94,122,94,False
2009-11-04,DET,TOR,66,29,17,8,25,17,11,11,34,52,25,24,8,47,36,6,14,31,28,24,56,68,77,85,99,110,99,110,True
2009-11-04,IND,NY,61,33,21,5,28,20,22,13,39,60,27,26,7,18,14,19,13,34,21,25,50,56,73,74,101,89,101,89,False
2009-11-04,LAL,HOU,78,34,15,5,28,20,9,17,31,62,32,24,7,24,17,20,17,37,22,22,44,48,73,74,92,92,103,102,False
2009-11-04,MEM,GS,71,36,9,3,36,24,18,13,33,75,40,12,7,17,12,14,7,28,29,19,56,57,80,90,105,113,105,113,True
2009-11-04,MIA,WAS,58,27,14,8,19,15,17,8,30,66,26,16,5,28,22,15,13,28,31,17,50,41,66,66,93,89,93,89,False
2009-11-04,PHO,ORL,66,33,22,7,20,13,18,16,28,65,34,23,12,24,18,15,14,33,25,29,52,58,78,92,100,122,100,122,True
2009-11-05,CHI,CLE,78,33,10,3,14,11,7,6,37,63,26,18,7,20,12,12,9,40,25,27,46,43,63,65,86,85,86,85,False
2009-11-05,SA,UTA,65,29,16,6,31,23,12,16,20,76,43,7,1,30,24,11,14,27,22,32,50,60,80,93,99,113,99,113,True
2009-11-06,ATL,CHA,67,31,16,2,23,15,7,7,28,65,28,18,11,18,14,15,12,44,24,28,48,61,69,84,83,103,83,103,True
2009-11-06,CLE,NY,54,31,17,7,26,17,22,9,37,53,28,28,8,12,11,16,4,27,40,21,63,40,77,58,100,91,100,91,False
2009-11-06,DEN,MIA,59,32,13,2,24,18,19,8,26,58,31,17,6,24,16,18,14,27,21,23,38,50,56,78,88,96,88,96,True
2009-11-06,DET,ORL,63,34,11,4,37,23,11,7,27,48,28,28,8,35,30,11,9,28,23,40,43,58,68,82,103,110,103,110,True
2009-11-06,LAC,GS,63,38,13,6,32,24,17,7,37,62,22,22,7,33,25,19,15,26,30,19,57,45,91,61,118,90,118,90,False
2009-11-06,MEM,LAL,72,32,7,4,29,22,12,13,24,78,39,17,9,11,9,8,18,31,22,25,51,49,75,87,98,114,98,114,True
2009-11-06,MIL,MIN,62,27,20,7,18,12,20,17,34,60,25,14,4,17,10,22,8,30,16,24,33,38,64,52,87,72,87,72,False
2009-11-06,NJ,PHI,69,35,14,4,19,12,16,12,29,56,28,16,8,25,17,16,10,31,20,18,47,50,73,68,94,97,94,97,True
2009-11-06,OKC,HOU,84,38,8,2,17,12,15,11,29,62,36,16,6,19,15,19,8,32,21,26,45,50,69,80,94,105,94,105,True
2009-11-06,PHO,BOS,50,24,24,13,30,23,16,7,32,69,41,18,4,18,9,12,12,30,29,27,57,51,85,83,110,103,110,103,False
2009-11-06,SA,POR,58,26,21,4,26,20,10,9,28,57,27,17,5,30,27,14,11,37,14,29,40,51,58,68,84,96,84,96,True
2009-11-06,TOR,NO,48,25,29,14,23,15,11,9,30,55,30,20,6,19,12,14,8,26,19,23,49,51,83,65,107,90,107,90,False
2009-11-06,WAS,IND,68,28,16,5,26,15,19,15,32,62,27,23,7,36,27,13,14,37,19,23,41,53,65,82,86,102,86,102,True
2009-11-07,BOS,NJ,59,30,10,1,29,23,12,3,34,61,26,11,5,14,9,24,9,31,18,19,39,40,59,61,86,76,86,76,False
2009-11-07,CHA,CHI,57,22,29,12,14,10,18,16,22,67,34,9,4,22,13,21,15,29,28,26,53,46,70,73,90,93,90,93,True
2009-11-07,DEN,ATL,68,30,10,2,41,34,10,10,26,68,37,19,8,30,27,8,8,36,25,33,50,60,74,90,100,125,100,125,True
2009-11-07,MEM,LAC,79,39,10,2,32,26,18,15,30,63,36,21,6,33,23,13,9,27,29,23,60,55,82,82,110,113,110,113,True
2009-11-07,NY,MIL,65,25,15,8,17,13,17,6,28,64,33,24,8,16,12,20,15,39,22,40,35,66,58,83,87,102,87,102,True
2009-11-07,SAC,UTA,48,22,19,11,32,27,13,5,33,61,32,15,5,26,20,12,8,30,19,30,55,55,85,68,104,99,104,99,False
2009-11-07,TOR,DAL,60,28,22,8,27,21,14,12,27,65,43,20,10,21,13,9,6,36,25,26,48,55,70,85,101,129,101,129,True
2009-11-08,GS,SAC,65,36,18,6,28,17,15,7,27,69,38,18,5,38,29,14,15,37,29,30,54,65,77,96,107,120,107,120,True
2009-11-08,MIN,POR,64,30,19,7,21,12,16,10,29,67,34,15,7,30,27,14,12,37,24,33,45,62,67,92,93,116,93,116,True
2009-11-08,NO,LAL,63,24,22,7,23,19,13,15,28,54,26,27,12,18,16,12,8,37,17,27,42,55,58,82,88,104,88,104,True
2009-11-08,ORL,OKC,52,22,16,3,34,21,15,9,21,54,31,16,9,15,13,17,4,41,25,23,44,53,57,79,74,102,74,102,True
2009-11-08,PHI,DET,60,31,18,3,16,10,16,14,25,65,33,16,3,21,13,16,21,30,19,23,37,43,59,64,81,88,81,88,True
2009-11-08,PHO,WAS,61,30,27,12,14,6,21,13,37,71,30,16,4,27,18,17,14,31,26,29,56,51,80,71,102,90,102,90,False
2009-11-09,MIN,GS,74,37,20,5,20,16,28,21,32,68,40,23,12,38,30,12,11,27,29,33,55,74,77,111,105,146,105,146,True
2009-11-09,NO,LAC,59,33,27,10,20,16,15,11,34,61,29,18,5,20,11,17,11,25,35,28,60,46,94,63,112,84,112,84,False
2009-11-09,PHO,PHI,47,26,30,15,29,22,13,6,27,69,39,13,5,27,22,11,10,29,25,27,54,66,84,86,119,115,119,115,False
2009-11-09,TOR,SA,59,34,17,11,29,23,12,5,24,59,28,28,14,44,33,6,16,25,32,31,63,63,95,93,124,131,124,131,True
2009-11-09,UTA,NY,60,29,21,8,20,13,20,12,41,52,27,29,8,23,15,11,7,33,25,18,48,31,78,64,95,93,95,93,False
2009-11-10,DEN,CHI,68,30,16,5,19,15,18,15,31,69,34,18,4,13,9,13,15,29,22,20,46,43,71,66,90,89,90,89,False
2009-11-10,HOU,DAL,59,29,23,6,34,27,13,11,26,71,39,12,7,23,22,15,9,37,37,28,61,57,74,83,103,121,103,121,True
2009-11-10,OKC,SAC,61,25,17,6,35,30,16,8,28,62,32,14,2,36,31,22,15,36,26,24,51,54,77,83,98,101,98,101,True
2009-11-10,ORL,CHA,56,29,25,9,14,8,14,9,28,60,32,17,2,14,11,17,9,30,35,23,57,41,77,71,93,81,93,81,False
2009-11-10,POR,MEM,52,23,18,9,23,20,15,9,30,68,28,10,1,28,20,14,13,28,24,21,45,45,69,61,93,79,93,79,False
2009-11-10,WAS,MIA,58,25,14,4,21,14,22,9,29,62,29,12,4,26,20,14,8,29,27,21,49,41,62,65,76,90,76,90,True
2009-11-11,ATL,NY,68,38,13,6,24,20,15,9,33,61,35,24,5,18,16,16,9,30,23,25,47,54,84,77,114,101,114,101,False
2009-11-11,CHA,DET,49,24,15,4,26,15,20,11,22,58,35,14,5,17,13,12,7,27,22,20,41,52,53,81,75,98,75,98,True
2009-11-11,CHI,TOR,80,33,8,2,21,17,13,15,31,68,31,20,5,23,22,15,11,36,25,27,60,53,78,77,89,99,89,99,True
2009-11-11,CLE,ORL,63,27,14,10,23,18,15,6,36,64,33,18,4,25,15,10,7,30,35,28,66,51,88,68,102,93,102,93,False
2009-11-11,DAL,SA,64,23,15,5,27,22,11,11,36,46,20,34,14,19,10,13,10,37,21,21,38,51,64,79,83,92,83,92,True
2009-11-11,DEN,MIL,70,30,18,5,31,27,13,13,24,67,34,15,6,25,22,21,11,35,27,27,47,53,72,81,102,108,102,108,True
2009-11-11,GS,IND,77,33,15,4,24,16,14,9,33,71,31,14,7,34,25,18,16,41,28,32,47,64,70,84,94,108,94,108,True
2009-11-11,MEM,HOU,74,30,7,2,21,13,18,9,34,65,38,23,6,16,10,14,11,35,17,20,38,43,57,74,79,104,79,104,True
2009-11-11,NO,PHO,66,30,19,8,25,20,10,10,19,57,33,26,13,24,19,18,15,30,29,40,56,75,77,101,104,124,104,124,True
2009-11-11,OKC,LAC,70,32,13,3,15,10,13,12,34,58,21,20,7,22,16,15,14,29,22,22,43,48,66,69,83,79,83,79,False
2009-11-11,PHI,NJ,62,27,20,5,20,13,9,12,34,61,27,14,3,20,16,14,8,39,22,21,43,40,60,58,82,79,82,79,False
2009-11-11,POR,MIN,51,32,25,10,15,13,17,6,35,65,28,12,6,12,10,13,3,26,18,23,50,42,85,61,107,84,107,84,False
2009-11-11,UTA,BOS,69,37,10,0,18,12,21,17,22,58,34,19,7,18,16,15,12,21,23,28,44,54,62,84,86,105,86,105,True
2009-11-12,CLE,MIA,56,27,19,9,40,30,11,5,31,54,28,22,7,37,27,11,7,30,35,33,62,57,92,84,111,104,111,104,False
2009-11-12,PHO,LAL,81,30,23,8,29,18,13,24,31,76,45,16,8,18,7,15,8,42,24,31,45,59,71,92,102,121,102,121,True
2009-11-13,ATL,BOS,69,34,15,4,23,17,13,16,31,58,35,15,1,19,13,15,6,23,24,22,41,42,72,70,97,86,97,86,False
2009-11-13,DAL,MIN,63,30,22,4,22,17,17,11,46,72,26,17,3,27,16,13,12,39,22,22,44,33,73,54,89,77,89,77,False
2009-11-13,GS,NY,66,43,18,6,23,17,15,6,31,64,34,22,8,19,15,21,12,25,32,26,66,52,86,80,121,107,121,107,False
2009-11-13,HOU,SAC,62,29,27,8,19,18,10,9,26,66,31,15,8,29,23,19,16,38,30,30,52,63,77,82,100,109,100,109,True
2009-11-13,LAL,DEN,64,24,25,7,16,10,18,16,33,69,31,16,6,29,25,10,9,38,28,26,56,58,64,87,79,105,79,105,True
2009-11-13,NJ,ORL,68,23,17,5,13,11,14,7,37,47,25,27,8,25,14,16,8,40,27,23,42,42,56,62,72,88,72,88,True
2009-11-13,POR,NO,74,31,13,2,26,18,13,20,40,65,26,14,3,22,17,9,9,31,14,12,37,33,65,54,86,78,86,78,False
2009-11-13,TOR,LAC,60,32,20,9,15,13,10,8,26,52,29,18,4,27,19,17,12,24,17,34,45,54,74,74,104,89,104,89,False
2009-11-13,UTA,PHI,71,36,11,6,24,22,13,13,31,53,29,18,5,23,17,17,9,24,30,32,64,50,92,69,112,90,112,90,False
2009-11-14,BOS,IND,70,36,12,3,31,23,14,14,29,58,31,18,9,31,24,10,6,28,27,26,61,52,79,84,104,113,104,113,True
2009-11-14,DET,WAS,62,28,19,9,32,23,13,16,28,62,27,17,9,25,22,16,13,30,27,18,55,47,78,80,106,103,106,103,False
2009-11-14,GS,MIL,62,38,20,8,28,25,11,2,29,67,34,24,14,30,19,14,15,31,30,21,57,49,83,92,125,129,125,129,True
2009-11-14,MIN,MEM,68,39,15,1,9,6,20,6,30,66,37,14,2,20,17,21,12,34,23,25,45,45,63,68,87,97,87,97,True
2009-11-14,NJ,MIA,61,26,9,4,21,16,13,9,29,66,29,18,4,15,11,9,15,30,19,17,38,40,57,58,80,81,80,81,True
2009-11-14,NO,ATL,64,33,27,7,18,11,17,14,27,68,41,20,7,29,18,14,17,31,28,37,55,65,78,91,98,121,98,121,True
2009-11-14,OKC,SA,65,34,12,2,34,27,16,10,30,61,34,18,3,25,21,15,8,30,25,25,46,53,78,74,101,98,101,98,False
2009-11-14,PHI,CHI,61,27,20,7,21,13,18,10,30,70,32,8,3,28,21,21,11,34,23,22,41,40,59,63,88,94,88,94,True
2009-11-14,POR,CHA,44,22,20,5,25,21,13,6,37,63,24,19,6,14,8,11,16,24,18,18,38,30,55,51,80,74,80,74,False
2009-11-14,UTA,CLE,62,36,12,3,26,22,18,8,30,54,30,22,9,27,20,12,7,21,22,34,54,59,72,78,103,107,103,107,True
2009-11-15,DAL,DET,66,29,16,7,21,16,8,11,27,70,36,13,2,17,12,13,12,32,22,18,40,46,71,66,95,90,95,90,False
2009-11-15,HOU,LAL,59,29,32,9,19,16,19,13,47,61,25,23,7,27,20,13,6,32,23,29,52,54,80,73,101,91,101,91,False
2009-11-15,LAC,OKC,62,33,17,5,28,20,12,12,30,65,30,20,3,29,24,13,18,30,26,23,49,41,75,76,101,93,101,93,False
2009-11-15,TOR,PHO,64,31,24,9,14,11,11,11,28,54,27,24,8,27,23,15,12,34,33,31,53,50,79,77,100,101,100,101,True
2009-11-16,CHA,ORL,57,32,14,4,26,15,17,4,30,45,22,32,11,31,20,13,13,28,21,25,52,50,68,76,91,97,91,97,True
2009-11-16,DAL,MIL,66,34,20,10,22,17,16,9,39,72,30,27,14,17,11,10,14,33,33,28,66,54,85,82,104,104,115,113,False
2009-11-16,POR,ATL,63,30,17,7,17,14,19,8,29,73,34,18,5,20,16,14,15,32,28,20,48,43,67,58,85,85,95,99,True
2009-11-17,CHI,SAC,71,32,12,7,21,16,17,12,29,60,31,21,4,18,13,21,13,28,27,23,61,47,86,72,101,87,101,87,False
2009-11-17,DET,LAL,60,31,12,3,27,22,17,7,25,69,38,20,4,22,18,12,14,30,22,23,42,57,63,88,93,106,93,106,True
2009-11-17,GS,CLE,64,32,24,9,22,17,17,12,25,59,37,20,9,17,13,17,6,28,30,35,55,66,79,90,108,114,108,114,True
2009-11-17,IND,NJ,66,27,13,4,31,25,14,9,35,69,28,11,1,27,24,19,13,38,31,21,54,46,67,60,91,83,91,83,False
2009-11-17,LAC,NO,62,32,20,7,21,17,18,11,25,53,29,28,8,33,28,17,19,32,22,29,53,58,75,84,102,110,102,110,True
2009-11-17,OKC,MIA,63,32,14,5,22,21,11,9,32,54,26,18,5,30,20,15,9,27,25,17,45,42,74,59,100,87,100,87,False
2009-11-17,PHO,HOU,58,35,21,6,32,23,12,5,35,71,34,26,9,13,10,9,13,31,22,34,52,55,78,82,111,105,111,105,False
2009-11-17,TOR,DEN,75,35,16,7,28,21,14,19,29,61,41,17,7,35,27,12,3,30,29,28,64,64,89,97,112,130,112,130,True
2009-11-18,CHA,PHI,47,23,24,7,24,17,19,10,31,63,28,16,6,15,12,13,11,27,22,29,43,52,65,69,84,86,84,86,True
2009-11-18,CLE,WAS,56,28,22,7,15,14,16,6,29,61,31,23,5,35,31,12,16,33,32,22,51,44,72,75,91,108,91,108,True
2009-11-18,DET,POR,65,27,15,4,18,15,13,12,27,54,28,16,5,23,16,15,6,30,17,21,38,48,50,70,81,87,81,87,True
2009-11-18,GS,BOS,63,31,17,6,19,15,21,8,27,61,34,19,8,27,17,19,10,26,23,27,48,49,67,80,95,109,95,109,True
2009-11-18,HOU,MIN,62,27,28,12,10,7,22,18,28,64,32,15,4,10,8,23,12,24,23,21,48,42,68,67,97,84,97,84,False
2009-11-18,LAC,MEM,72,37,10,2,18,11,13,12,26,71,42,10,2,19,16,13,9,29,23,27,45,55,64,82,91,106,91,106,True
2009-11-18,MIA,ATL,58,26,21,9,16,11,15,9,33,69,30,20,8,28,21,8,15,28,23,26,43,60,72,79,90,105,90,105,True
2009-11-18,NJ,MIL,65,27,13,3,25,22,19,16,29,59,29,23,10,13,11,20,12,31,19,20,48,41,60,69,85,99,85,99,True
2009-11-18,NY,IND,48,25,25,10,41,30,17,7,33,51,26,26,8,39,27,20,13,33,25,26,54,69,76,86,110,103,110,103,False
2009-11-18,OKC,ORL,62,26,21,8,23,18,14,5,37,50,26,31,13,26,17,13,9,38,17,28,43,61,58,88,94,108,94,108,True
2009-11-18,SA,DAL,63,27,15,7,24,19,19,8,42,83,37,17,3,21,16,5,17,32,21,19,35,37,59,63,84,84,94,99,True
2009-11-18,TOR,UTA,66,28,25,6,22,17,11,16,34,73,38,11,3,29,19,10,13,36,17,33,52,61,75,78,91,104,91,104,True
2009-11-19,CHI,LAL,69,33,15,5,17,12,16,10,34,73,36,19,6,22,18,12,14,37,19,25,42,53,67,84,93,108,93,108,True
2009-11-19,PHO,NO,55,27,28,11,22,16,12,14,24,72,26,25,13,23,19,16,25,31,22,26,49,52,76,78,103,110,103,110,True
2009-11-19,UTA,SA,69,32,9,4,20,14,9,8,27,55,28,20,4,23,15,12,10,31,20,19,44,40,60,60,90,83,90,83,False
2009-11-20,CHA,MIL,45,28,14,2,43,26,14,2,33,54,24,28,10,21,17,15,14,29,25,30,41,53,60,76,88,95,88,95,True
2009-11-20,CLE,IND,65,30,13,6,34,27,14,11,36,63,34,18,4,21,15,11,9,32,38,38,66,61,77,82,105,95,105,95,False
2009-11-20,DEN,LAC,53,30,17,4,33,27,17,8,26,56,29,17,7,33,27,15,7,26,26,21,46,56,73,88,99,106,99,106,True
2009-11-20,HOU,ATL,70,32,22,7,21,18,13,20,22,58,31,20,8,26,19,15,15,24,26,28,51,55,72,77,103,105,103,105,True
2009-11-20,MEM,PHI,68,38,11,3,25,17,23,17,31,60,28,21,9,19,14,17,11,17,28,22,49,50,78,71,102,97,102,97,False
2009-11-20,MIA,TOR,66,32,23,7,34,28,11,15,25,56,32,15,9,36,29,20,9,34,24,26,49,69,83,89,113,120,113,120,True
2009-11-20,ORL,BOS,48,19,22,10,26,15,21,7,35,68,28,19,2,18,16,12,14,29,29,13,43,40,66,59,83,78,83,78,False
2009-11-20,POR,GS,60,29,19,4,30,24,23,17,28,71,33,13,7,27,21,17,11,26,37,29,52,56,75,83,94,108,94,108,True
2009-11-20,SAC,DAL,65,37,16,6,14,10,21,11,33,74,37,19,5,21,15,14,17,27,24,22,42,47,65,68,102,104,102,104,True
2009-11-20,WAS,OKC,72,34,15,7,27,19,20,17,23,61,33,21,11,33,28,17,12,30,29,32,55,62,86,95,108,127,108,127,True
2009-11-21,ATL,NO,72,31,22,4,17,14,8,20,32,68,25,17,12,17,10,12,13,35,19,22,42,49,60,71,88,96,88,96,True
2009-11-21,CHI,DEN,70,34,11,2,24,19,16,10,31,61,35,25,7,26,21,12,11,36,27,14,52,49,71,75,93,112,93,112,True
2009-11-21,DET,UTA,65,32,15,4,25,21,17,9,31,62,29,11,3,44,33,16,8,26,24,27,46,42,68,64,90,90,97,100,True
2009-11-21,MIL,MEM,58,29,25,9,24,18,13,6,35,66,34,14,3,29,21,16,11,36,19,29,45,50,76,72,103,98,103,98,False
2009-11-21,MIN,POR,68,27,9,2,18,18,12,10,24,54,29,24,10,28,18,10,15,33,14,23,37,40,63,76,78,106,78,106,True
2009-11-21,NY,NJ,57,26,23,8,28,22,15,11,36,72,33,18,4,19,13,14,14,31,29,24,52,43,74,67,98,91,98,91,False
2009-11-21,PHI,CLE,69,32,19,5,16,12,10,13,29,55,28,20,8,21,17,11,8,37,23,36,51,54,81,75,91,97,91,97,True
2009-11-21,SAC,HOU,69,36,16,7,17,13,14,9,29,72,40,18,3,26,24,8,12,30,27,33,52,59,84,80,106,113,106,113,True
2009-11-21,WAS,SA,65,24,19,4,34,24,9,11,33,65,30,21,10,21,16,11,12,47,21,27,40,52,58,80,84,106,84,106,True
2009-11-22,BOS,NY,60,25,25,10,35,27,16,11,37,58,28,30,10,24,19,18,11,35,30,22,56,53,77,82,98,98,107,105,False
2009-11-22,DET,PHO,71,31,18,7,12,8,15,17,22,55,31,18,11,25,22,14,9,29,26,29,42,58,63,84,91,117,91,117,True
2009-11-22,IND,CHA,56,27,22,5,24,19,18,9,27,72,40,10,1,28,21,16,11,35,20,28,41,52,60,81,88,104,88,104,True
2009-11-22,NO,MIA,63,24,28,12,19,17,10,11,30,58,30,13,7,28,21,15,4,38,25,30,52,59,83,86,101,102,101,102,True
